-DOCSTART- -X- -X- O
dictionary NN I-NP O
. . O O

For IN B-PP O
example NN B-NP O
, , O O
the DT B-NP O
question NN I-NP O
`` `` O O
What WP B-NP O
is VBZ B-VP O
the DT B-NP O
name NN I-NP O
of IN B-PP O
the DT B-NP O
creek NN I-NP O
? . O O

Dynamic JJ B-NP O
User NNP I-NP O
Level NNP I-NP O
and CC O O
Utility NNP B-NP O
Measurement NNP I-NP O
for IN B-PP O
Adaptive NNP B-NP O
Dialog NNP I-NP O
in IN B-PP O
a DT B-NP O
Help-Desk JJ I-NP O
System NN I-NP O
Preetam NNP I-NP O
Maloor NNP I-NP O
Department NNP I-NP O
of IN B-PP O
Computer NNP B-NP O
Science NNP I-NP O
, , O O
Texas NNP B-NP O
A DT I-NP O
& CC I-NP O
M NNP I-NP O
University NNP I-NP O
, , O O
College NNP B-NP O
Station NNP I-NP O
, , O O
TX NNP O O
77843 CD B-NP O
, , O O
USA NNP B-NP O
preetam NN O O
@ : O O
csdl.tamu.edu JJ B-VP O
Joyee NNP O O
Chai NNP O O
Conversational NNP O O
Machines NNP O O
IBM NNP O O
T. NNP O O
J. NNP O O
Watson NNP O O
Research NNP O O
Center NNP O O
, , O O
Hawthorne NNP O O
, , O O
NY NNP O O
10532 CD O O
, , O O
USA NNP O O
jchai NN O O
@ : O O
us.ibm.com JJ O O

( NN B-NP O
4 CD I-NP O
) CD I-NP O
Default NNP I-NP O
Inheritance NNP I-NP O
Hierarchy NNP I-NP O
for IN B-PP O
Categories NNPS B-NP O
a DT I-NP O
) NNP I-NP O
Lexical NNP I-NP O
Categories NNPS I-NP O
: : O O
V NNP B-NP O
> : I-NP O
N NNP I-NP O
> : I-NP O
P NNP I-NP O
> : I-NP O
Ng NNP I-NP O
b NN I-NP O
) : I-NP O
Phrasal NNP I-NP O
Categories NNPS I-NP O
: : O O
S NNP B-NP O
> : I-NP O
VP NNP I-NP O
> : I-NP O
NP NNP I-NP O
> : I-NP O
PP NNP I-NP O
> : I-NP O
GP NNP I-NP O
When NNP B-VP O
phrasal NN B-NP O
conjuncts VBZ I-NP O
are VBP B-VP O
involved VBN I-VP O
, , O O
S NNP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
privileged JJ I-NP O
category NN I-NP O
since IN O O
it PRP B-NP O
is VBZ B-VP O
the DT O O
start NN O O
symbol NN O O
of IN B-PP O
the DT O O
grammar NN O O
. . O O

the DT B-NP O
head NN I-NP O
of IN B-PP O
the DT B-NP O
NP NNP I-NP O
is VBZ B-VP O
a DT B-NP O
noun NN I-NP O
we PRP I-NP O
also RB O O
take VBP B-VP O
into IN B-PP O
account NN B-NP O
its PRP$ I-NP O
semantic JJ I-NP O
classification NN I-NP O
in IN B-PP O
a DT B-NP O
large JJ I-NP O
semantic JJ I-NP O
hierarchy NN I-NP O
. . O O

The DT B-NP O
same JJ I-NP O
procedure NN I-NP O
can MD B-VP O
be VB I-VP O
used VBN I-VP O
to TO B-PP O
establishing NN B-VP O
that IN B-PP O
the DT B-NP O
reference NN I-NP O
of IN B-PP O
Doctor NNP B-NP O
Andreu NNP I-NP O
is VBZ B-VP O
the DT B-NP O
same JJ I-NP O
as IN B-PP O
that DT B-NP O
of IN B-PP O
Docteur NNP B-NP O
Andreu NNP I-NP O
: : O O
establish JJ B-VP O
the DT B-NP O
semantic JJ I-NP O
class NN I-NP O
of IN B-PP O
Doctor NNP B-NP O
Andreu NNP I-NP O
, , O O
inspect NN B-VP O
each DT B-NP O
existing VBG I-NP O
referent NN I-NP O
of IN B-PP O
that DT O O
class NN O O
to TO B-PP O
5 CD O O
see VB B-VP O
whether IN O O
or CC O O
not RB O O
a DT O O
plausible JJ O O
connection NN O O
can MD B-VP O
be VB I-VP O
established VBN I-VP O
. . O O

The DT B-NP O
generation NN I-NP B-TERM
component NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
following JJ I-NP I-DEF
subcomponents NNS I-NP I-DEF
: : O I-DEF
Decomposition NNP B-NP I-DEF
and CC I-NP I-DEF
lexlcal JJ I-NP I-DEF
selection NN I-NP I-DEF
First NNP O I-DEF
, , O I-DEF
primitive JJ B-NP I-DEF
LCSes NNS I-NP I-DEF
for IN B-PP I-DEF
words NNS B-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
target NN I-NP I-DEF
language NN I-NP I-DEF
are VBP B-VP I-DEF
matched VBN I-VP I-DEF
against IN B-PP I-DEF
CLCSes NNP B-NP I-DEF
, , O I-DEF
and CC O I-DEF
tree VB B-NP I-DEF
structures NNS I-NP I-DEF
of IN B-PP I-DEF
covering VBG B-NP I-DEF
words NNS I-NP I-DEF
are VBP B-VP I-DEF
selected VBN I-VP I-DEF
. . O O

A DT B-NP O
link NN I-NP B-TERM
file NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
two CD B-NP I-DEF
columns NNS I-NP I-DEF
only RB O I-DEF
, , O I-DEF
one CD B-NP I-DEF
identifying VBG B-VP I-DEF
the DT B-NP I-DEF
entity NN I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
other JJ I-NP I-DEF
identifying NN B-VP I-DEF
the DT B-NP I-DEF
filler NN I-NP I-DEF
( : B-VP O
the DT B-NP O
name NN I-NP O
of IN B-PP O
the DT B-NP O
attribute NN I-NP O
is VBZ B-VP O
provided VBN I-VP O
in IN B-PP O
the DT B-NP O
first JJ I-NP O
line NN I-NP O
of IN B-PP O
the DT O O
file NN O O
, , O O
see VB B-VP O
figure NN O O
3 CD O O
) CD O O
. . O O

the DT B-NP O
first JJ I-NP O
answer NN I-NP O
among IN B-PP O
the DT B-NP O
list NN I-NP O
of IN B-PP O
possible JJ B-NP O
answers NNS I-NP O
for IN B-PP O
each DT B-NP O
question NN I-NP O
is VBZ B-VP O
the DT B-NP O
correct NN I-NP O
one CD I-NP O
) CD I-NP O
. . O O

Japanese JJ B-NP O
Dependency NNP I-NP O
Structure NNP I-NP O
Analysis NNP I-NP O
Based NNP B-VP O
on IN B-PP O
Support NNP B-NP O
Vector NNP I-NP O
Machines NNP I-NP O
Taku NNP I-NP O
Kudo NNP I-NP O
and CC O O
Yuji NNP B-NP O
Matsumoto NNP I-NP O
Graduate NNP I-NP O
School NNP I-NP O
of IN B-PP O
Information NNP B-NP O
Science NNP I-NP O
, , O O
Nara NNP B-NP O
Institute NNP I-NP O
of IN B-PP O
Science NNP B-NP O
and CC O O
Technology NNP B-NP O
{ NNP I-NP O
taku-ku NNP I-NP O
, , O O
matsu NN B-NP O
} : I-NP O
@ IN I-NP O
is VBZ B-VP O
, , O O
aist-nara NNP B-NP O
, , O O
ac NN O O
. . O O

The DT B-NP O
knowledge NN I-NP B-TERM
sources NNS I-NP I-TERM
for IN B-PP O
future JJ B-NP O
identification NN I-NP O
of IN B-PP O
organizations NNS B-NP O
are VBP B-VP O
the DT B-NP B-DEF
accumulated VBN I-NP I-DEF
lists NNS I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
organization NN I-NP I-DEF
names VBZ I-NP I-DEF
, , O I-DEF
the DT B-NP I-DEF
proper NN I-NP I-DEF
names VBZ I-NP I-DEF
of IN B-PP I-DEF
organizations NNS B-NP I-DEF
and CC O I-DEF
the DT B-NP I-DEF
organization NN I-NP I-DEF
types NNS I-NP I-DEF
. . O O

Starting VBG B-PP O
with IN I-PP O
C NNP B-NP O
, , O O
EVIUS NNP B-NP B-TERM
reduces NNS B-VP B-DEF
set VBD I-VP I-DEF
bf NN B-PP O
unlearned VBN B-NP O
concepts NNS I-NP O
iteratively RB O O
by IN B-PP O
selecting NN B-VP O
subset NN B-NP O
P NNP I-NP O
C/g NNP I-NP O
formed VBD B-VP O
by IN B-PP O
the DT B-NP O
primitive JJ I-NP O
concepts NNS I-NP O
in/.4 -NONE- B-PP O
and CC O O
learning VBG B-VP O
a DT B-NP O
rule NN I-NP O
set NN B-VP O
for IN B-PP O
each DT B-NP O
c NN I-NP O
E NNP I-NP O
P NNP I-NP O
4 CD I-NP O
For NNP B-PP O
instance NN B-NP O
, , O O
the DT B-NP O
single JJ I-NP O
colour NN I-NP O
scenario NN I-NP O
5 CD I-NP O
in IN B-PP O
fig3With NNP O O
EuroWordNet NNP O O
( NNP O O
http NN O O
: : O O
//www.hum.uva.nl/-ewn/ JJ O O
) NN O O
synsets NNS O O
. . O O

Forty-nine JJ B-NP O
of IN B-PP O
the DT B-NP O
OCR-ed JJ I-NP O
`` `` I-NP O
words NNS I-NP O
`` `` O O
are VBP B-VP O
treated VBN I-VP O
as IN B-PP O
`` `` O O
not RB B-NP B-DEF
found VBN I-NP I-DEF
words NNS I-NP I-DEF
`` `` O O
( : B-VP O
NFWs NNP B-NP B-TERM
) : I-NP O
by IN B-PP O
the DT B-NP O
MT NNP I-NP O
engine NN I-NP O
, , O O
even RB O O
though IN O O
they PRP B-NP O
may MD B-VP O
in IN B-PP O
fact NN B-NP O
be VB B-VP O
actual JJ B-NP O
Spanish JJ I-NP O
words NNS I-NP O
. . O O

At- NN B-NP B-TERM
tribute NN I-NP I-TERM
Evaluation NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
process NN I-NP I-DEF
of IN B-PP I-DEF
computing NN B-VP I-DEF
values NNS B-NP I-DEF
for IN B-PP I-DEF
every DT B-NP I-DEF
attribute NN I-NP I-DEF
instance NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
tree NN I-NP I-DEF
according VBG B-VP I-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
semantic JJ I-NP I-DEF
rules NNS I-NP I-DEF
defined VBN B-VP I-DEF
for IN B-PP I-DEF
each DT B-NP I-DEF
production NN I-NP I-DEF
. . O O

The DT B-NP O
parsers NNS I-NP O
combine VBP B-VP O
lexical JJ B-NP O
indices NNS I-NP O
such JJ B-PP O
as IN I-PP O
discourse NN B-NP B-DEF
markers NNS I-NP I-DEF
with IN B-PP I-DEF
formatting VBG B-NP I-DEF
instructions NNS I-NP I-DEF
( : B-VP O
HTML NNP B-NP B-TERM
tags NNS I-NP I-TERM
) : B-VP O
for IN B-PP O
analyzing NN B-VP O
enumerations NNS B-NP O
and CC O O
associated VBN B-VP O
initializers NNS B-NP O
. . O O

In IN B-PP O
the DT B-NP O
transcription NN I-NP O
, , O O
an DT B-NP O
utterance NN I-NP B-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
a DT B-NP B-DEF
continuous JJ I-NP I-DEF
speech NN I-NP I-DEF
region NN I-NP I-DEF
delimited VBD B-VP I-DEF
by IN B-PP I-DEF
pauses NNS B-NP I-DEF
of IN B-PP I-DEF
400 CD B-NP I-DEF
msec NN I-NP I-DEF
or CC O I-DEF
longer JJR O I-DEF
. . O O

which WDT B-NP O
makes VBZ B-VP O
the DT B-NP O
crucial JJ I-NP O
distinction NN I-NP O
between IN B-PP O
nucleus NN B-NP B-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
most RBS I-NP I-DEF
important JJ I-NP I-DEF
part NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
message NN I-NP I-DEF
, , O O
and CC O O
satellite VB B-NP B-TERM
, , O O
which WDT B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
peripheral JJ I-NP I-DEF
part NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
message NN O I-DEF
. . O O

The DT B-NP O
reasoning NN I-NP B-TERM
model NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
two CD B-NP I-DEF
functionally RB I-NP I-DEF
linked VBN I-NP I-DEF
parts NNS I-NP I-DEF
: : O I-DEF
1 LS B-NP I-DEF
) : I-NP I-DEF
a DT I-NP I-DEF
model NN I-NP I-DEF
of IN B-PP I-DEF
human JJ B-NP I-DEF
motivational JJ I-NP I-DEF
sphere NN I-NP I-DEF
; : O I-DEF
2 CD B-NP I-DEF
) CD I-NP I-DEF
reasoning NN I-NP I-DEF
schemes NNS I-NP I-DEF
. . O O

Our PRP$ B-NP O
device NN I-NP O
for IN B-PP O
this DT B-NP O
is VBZ B-VP O
a DT B-NP O
construction NN I-NP B-TERM
SYNC NNP B-PP I-TERM
which WDT B-NP O
pairs NNS I-NP B-DEF
a DT I-NP I-DEF
description NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
gesture NN I-NP I-DEF
G NNP I-NP I-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
syntactic JJ I-NP I-DEF
structure NN I-NP I-DEF
of IN B-PP I-DEF
a DT O I-DEF
spoken NN O I-DEF
constituent NN O I-DEF
c NN O I-DEF
: : O O
SYNC NNP O O
( : O O
2 CD O O
) CD O O
G NNP O O
C NNP O O
The NNP O O
temporal JJ O O
interpretation NN O O
of IN B-PP O
( NNP O O
2 CD O O
) CD O O
mirrors NNS B-VP O
the DT O O
rules NNS O O
for IN B-PP O
surface NN O O
synchrony NN O O
between IN B-PP O
speech NN O O
and CC O O
gesture NN O O
presented VBD B-VP O
in IN B-PP O
( CD O O
Cassell NNP O O
et NN O O
al. NNP O O
, , O O
1994 CD O O
) : O O
. . O O

scription NN B-NP O
as IN B-PP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
constraints NNS B-NP O
-each JJ I-NP O
constraint NN I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-DEF
atomic JJ I-NP I-DEF
formula NN I-NP I-DEF
with IN B-PP I-DEF
free JJ B-NP I-DEF
variables NNS I-NP I-DEF
that WDT I-NP I-DEF
specifies NNS B-VP I-DEF
the DT B-NP I-DEF
requirement NN I-NP I-DEF
that IN B-PP I-DEF
some DT B-NP I-DEF
lexical JJ I-NP I-DEF
meaning NN I-NP I-DEF
contributes NNS B-VP I-DEF
to TO B-PP I-DEF
the DT O I-DEF
description NN O I-DEF
; : O O
the DT O O
variables NNS O B-TERM
are VBP B-VP O
placeholders NNS O B-DEF
for IN B-PP I-DEF
the DT O I-DEF
discourse NN O I-DEF
entities NNS O I-DEF
that WDT B-PP I-DEF
the DT O I-DEF
description NN O I-DEF
identifies NNS B-VP I-DEF
. . O O

A DT B-NP O
graph-based JJ I-NP B-TERM
operator NN I-NP I-TERM
defines NNS B-VP B-DEF
a DT B-NP I-DEF
transformation NN I-NP I-DEF
on IN B-PP I-DEF
a DT B-NP I-DEF
multi-document JJ I-NP I-DEF
graph NN I-NP I-DEF
( : I-NP I-DEF
MDG NNP I-NP I-DEF
) : I-NP I-DEF
G NNP I-NP I-DEF
which WDT I-NP I-DEF
preserves VBZ B-VP I-DEF
some DT B-NP I-DEF
of IN B-PP I-DEF
its PRP$ B-NP I-DEF
properties NNS I-NP I-DEF
while IN O I-DEF
reducing VBG B-VP I-DEF
the DT B-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
nodes NNS B-NP I-DEF
. . O O

The DT B-NP O
passive JJ I-NP B-TERM
vocabulary NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
large JJ I-NP I-DEF
dictionary NN I-NP I-DEF
containing VBG B-VP I-DEF
over IN B-PP I-DEF
380 CD B-NP I-DEF
,000 -NONE- I-NP I-DEF
word NN I-NP I-DEF
forms NNS I-NP I-DEF
. . O O

ALLiS NNP B-NP B-TERM
( : I-NP I-TERM
Architecture NNP I-NP I-TERM
for IN B-PP I-TERM
Learning NNP B-VP I-TERM
Linguistic NNP B-NP I-TERM
Structure NNP I-NP I-TERM
) NNP I-NP I-TERM
( NNP I-NP O
D6jean NNP I-NP O
, , O O
2000a CD B-NP O
) : I-NP O
, , O O
( : B-NP O
D6jean NNP I-NP O
, , O O
2000b CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
symbolic JJ I-NP I-DEF
machine NN I-NP I-DEF
learning NN I-NP I-DEF
system NN I-NP I-DEF
. . O O

e~ NN B-NP O
i PRP I-NP O
Aifi NNP I-NP O
( : I-NP O
h NN I-NP O
, , O O
w NN O O
) : B-NP O
P NNP I-NP O
( : I-NP O
wlh NN I-NP O
) : I-NP O
= : O O
Z NNP B-NP O
( : I-NP O
h NN I-NP O
) : O O
where WRB O O
fi NN B-NP B-TERM
( : I-NP I-TERM
h NN I-NP I-TERM
, , O I-TERM
w NN B-NP I-TERM
) : I-NP I-TERM
refers NNS B-VP O
to TO B-PP O
a DT B-NP B-DEF
( NN I-NP I-DEF
binary NN I-NP I-DEF
valued VBN I-NP I-DEF
) -NONE- I-NP I-DEF
feature NN B-VP I-DEF
function NN B-NP I-DEF
that WDT I-NP I-DEF
describes VBZ B-VP I-DEF
a DT B-NP I-DEF
certain JJ I-NP I-DEF
event NN I-NP I-DEF
; : O O
Ai NNP O B-TERM
is VBZ B-VP O
a DT O B-DEF
parameter NN O I-DEF
that WDT O I-DEF
indicates VBZ B-VP I-DEF
how WRB O I-DEF
important JJ O I-DEF
feature NN O I-DEF
fi NN O I-DEF
is VBZ B-VP I-DEF
for IN B-PP I-DEF
the DT O I-DEF
model NN O I-DEF
and CC O O
Z NNP O B-TERM
( NNP O I-TERM
h NN O I-TERM
) : O I-TERM
is VBZ B-VP O
a DT O B-DEF
normalisation NN O I-DEF
factor NN O I-DEF
. . O O

A DT B-NP O
parse NN I-NP B-TERM
state NN I-NP I-TERM
consists NNS B-VP O
of IN B-PP O
a DT B-NP B-DEF
stack NN I-NP I-DEF
of IN B-PP I-DEF
lexicalized JJ B-NP I-DEF
predicates NNS I-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
list NN I-NP I-DEF
of IN B-PP I-DEF
words NNS B-NP I-DEF
from IN B-PP I-DEF
the DT B-NP I-DEF
input NN I-NP I-DEF
sentence NN I-NP I-DEF
. . O O

IG-Tree JJ B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
compressed VBN I-NP I-DEF
representation NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
training NN I-NP I-DEF
set VBD I-NP I-DEF
that IN I-NP I-DEF
can MD B-VP I-DEF
be VB I-VP I-DEF
processed VBN I-VP I-DEF
quickly RB O I-DEF
in IN B-PP I-DEF
classification NN B-NP I-DEF
process NN I-NP I-DEF
. . O O

frequency NN B-NP B-TERM
of IN B-PP I-TERM
answers NNS B-NP I-TERM
: : O O
The DT B-NP B-DEF
frequency NN I-NP I-DEF
of IN B-PP I-DEF
occurrence NN B-NP I-DEF
of IN B-PP I-DEF
facts NNS B-NP I-DEF
in IN B-PP I-DEF
a DT B-NP I-DEF
collection NN I-NP I-DEF
of IN B-PP I-DEF
documents NNS B-NP I-DEF
has VBZ B-VP I-DEF
an DT B-NP I-DEF
impact NN I-NP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
performance NN I-NP I-DEF
of IN B-PP I-DEF
systems NNS O I-DEF
. . O O

UCE NN B-NP B-TERM
filtering VBG I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
text NN I-NP I-DEF
categorization NN I-NP I-DEF
task NN I-NP I-DEF
. . O O

166 CD B-NP O
words NNS I-NP O
in IN B-PP O
a DT B-NP O
sentence NN I-NP O
, , O O
and CC O O
posi_v NNP B-NP B-TERM
represents NNS B-VP O
the DT B-NP B-DEF
region NN I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
a DT I-NP I-DEF
word NN I-NP I-DEF
lies NNS B-VP I-DEF
. . O O

GP NNP B-NP B-TERM
: : O O
A DT B-NP B-DEF
GP/ JJ I-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
phrase NN I-NP I-DEF
headed VBN B-VP I-DEF
by IN B-PP I-DEF
locational JJ B-NP I-DEF
noun NN I-NP I-DEF
or CC O I-DEF
locational JJ B-NP I-DEF
adjunct NN I-NP I-DEF
. . O O

The DT B-NP O
generation NN I-NP B-TERM
process NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
series NN I-NP I-DEF
of IN B-PP I-DEF
structure NN B-NP I-DEF
mappings NNS I-NP I-DEF
between IN B-PP I-DEF
adjacent NN B-NP I-DEF
strata NNS I-NP I-DEF
until IN B-PP I-DEF
the DT B-NP I-DEF
SMorph NNP I-NP I-DEF
stratum NN I-NP I-DEF
is VBZ B-VP I-DEF
reached VBN I-VP I-DEF
. . O O

The DT B-NP O
vector NN I-NP B-TERM
simply RB O O
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
an DT B-NP I-DEF
ordered VBN I-NP I-DEF
list NN I-NP I-DEF
of IN B-PP I-DEF
terms NNS B-NP I-DEF
, , O O
and CC O O
therefore RB O O
, , O O
the DT B-NP O
contextual JJ I-NP O
cues NNS I-NP O
have VBP B-VP O
also RB I-VP O
disappeared VBN I-VP O
. . O O

The DT B-NP B-TERM
preferences NNS I-NP I-TERM
of IN B-PP I-TERM
an DT B-NP I-TERM
agent NN I-NP I-TERM
are VBP B-VP O
expressed VBN I-VP O
as IN B-PP O
functions NNS B-NP B-DEF
which WDT I-NP I-DEF
map NN I-NP I-DEF
states VBZ I-NP I-DEF
, , O I-DEF
represented VBN B-VP I-DEF
as IN B-PP I-DEF
sets NNS B-NP I-DEF
of IN B-PP I-DEF
attribute-value JJ B-NP I-DEF
pairs NNS I-NP I-DEF
, , O I-DEF
to TO B-PP I-DEF
real JJ B-NP I-DEF
numbers NNS I-NP I-DEF
; : O O
an DT B-NP O
overall JJ I-NP O
utility NN I-NP O
function NN I-NP O
, , O O
which WDT B-NP O
consists NNS B-VP O
of IN B-PP O
the DT O O
weighted VBN O O
sum NN O O
of IN B-PP O
the DT O O
individual JJ O O
functions NNS O O
, , O O
expresses NNS O O
the DT O O
utility NN O O
of IN B-PP O
reaching VBG B-VP O
the DT O O
state NN O O
depicted VBD B-VP O
by IN B-PP O
a DT O O
certain JJ O O
configuration NN O O
of IN O O
attributes NNS O O
, , O O
according VBG O O
to TO O O
the DT O O
results NNS O O
of IN O O
the DT O O
multi-attribute JJ O O
utility NN O O
theory NN O O
( : O O
Haddawy NNP O O
and CC O O
Hanks NNP O O
, , O O
1998 CD O O
) : O O
. . O O

In IN B-PP O
other JJ B-NP O
words NNS I-NP O
, , O O
they PRP B-NP O
provide VBP B-VP O
the DT B-NP B-DEF
conditional JJ I-NP I-DEF
probability NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
word NN I-NP I-DEF
given VBN B-VP I-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
previous JJ I-NP I-DEF
word NN I-NP I-DEF
sequence NN I-NP I-DEF
, , O O
P NNP B-NP B-TERM
( NNP I-NP I-TERM
wilw~-l NNP I-NP I-TERM
) NNP I-NP I-TERM
, , O O
which WDT B-NP O
shows VBZ B-VP O
the DT B-NP O
prediction NN I-NP O
of IN B-PP O
a DT B-NP O
word NN I-NP O
in IN B-PP O
a DT O O
given VBN O O
context NN O O
. . O O

A DT B-NP O
thesaurus NN I-NP B-TERM
tree NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
hierarchically RB I-NP I-DEF
organized VBN I-NP I-DEF
lexicon NN I-NP I-DEF
where WRB O I-DEF
leaf NN B-NP I-DEF
nodes VBZ B-VP I-DEF
encode NN B-NP I-DEF
lexical JJ I-NP I-DEF
data NNS I-NP I-DEF
21 CD O I-DEF
( CD B-NP I-DEF
i.e. NNP I-NP I-DEF
, , O I-DEF
words NNS B-NP I-DEF
) : O I-DEF
and CC O I-DEF
internal JJ B-NP I-DEF
nodes NNS I-NP I-DEF
represent VBP B-VP I-DEF
abstract NN B-NP I-DEF
semantic JJ I-NP I-DEF
classes NNS I-NP I-DEF
. . O O

Content-based JJ B-NP B-TERM
measures NNS I-NP I-TERM
increase NN B-VP B-DEF
the DT B-NP I-DEF
correlation NN I-NP I-DEF
of IN B-PP I-DEF
rankings NNS B-NP I-DEF
induced VBN B-VP I-DEF
by IN B-PP I-DEF
synonymous JJ B-NP I-DEF
ground NN I-NP I-DEF
truths NNS I-NP I-DEF
, , O I-DEF
and CC O I-DEF
exhibit NN B-VP I-DEF
other JJ B-NP I-DEF
desirable JJ I-NP I-DEF
properties NNS I-NP I-DEF
. . O O

The DT B-NP B-DEF
most RBS I-NP I-DEF
basic JJ I-NP I-DEF
metric JJ I-NP I-DEF
for IN B-PP I-DEF
patterns NNS B-NP I-DEF
with IN B-PP I-DEF
symbolic JJ B-NP I-DEF
features NNS I-NP I-DEF
is VBZ B-VP O
the DT B-NP O
Overlap NNP I-NP B-TERM
metric JJ I-NP I-TERM
given VBN B-VP O
in IN B-PP O
equation NN B-NP O
1 CD I-NP O
; : O O
where WRB O O
A DT B-NP O
( JJ I-NP O
X NNP I-NP O
, , O O
Y NNP B-NP O
) NNP I-NP O
is VBZ B-VP O
the DT B-NP O
distance NN I-NP O
between IN B-PP O
patterns NNS B-NP O
X NNP I-NP O
and CC I-NP O
Y NNP I-NP O
, , O O
represented VBD B-VP O
by IN B-PP O
n NN O O
features NNS O O
, , O O
wi VBP O O
is VBZ B-VP O
a DT O O
weight NN O O
for IN B-PP O
feature NN O O
i PRP O O
, , O O
and CC O O
5 CD O O
is VBZ O O
the DT O O
distance NN O O
per IN B-PP O
feature NN O O
. . O O

The DT B-NP O
MATE NNP I-NP B-TERM
markup NN I-NP I-TERM
framework NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
conceptual JJ I-NP I-DEF
model NN I-NP I-DEF
which WDT I-NP I-DEF
basically RB O I-DEF
prescribes VBZ B-VP I-DEF
( : B-NP I-DEF
i PRP I-NP I-DEF
) VBP O I-DEF
how WRB O I-DEF
files NNS B-NP I-DEF
are VBP B-VP I-DEF
structured VBN I-VP I-DEF
, , O I-DEF
for IN B-PP I-DEF
instance NN B-NP I-DEF
to TO B-VP I-DEF
enable JJ I-VP I-DEF
multi-level NN B-NP I-DEF
annotation NN I-NP I-DEF
, , O I-DEF
( : B-NP I-DEF
ii NN I-NP I-DEF
) : O I-DEF
how WRB O I-DEF
tag NN B-NP I-DEF
sets VBZ B-VP I-DEF
arc NN O I-DEF
; : O I-DEF
represented VBD B-VP I-DEF
in IN B-PP I-DEF
terms NNS O I-DEF
of IN B-PP I-DEF
elements NNS O I-DEF
and CC O I-DEF
attributes NNS B-VP I-DEF
, , O I-DEF
and CC O I-DEF
( : O I-DEF
iii NN O I-DEF
) : B-VP I-DEF
how WRB O I-DEF
to TO B-VP I-DEF
provide VB I-VP I-DEF
essential JJ O I-DEF
information NN O I-DEF
on IN B-PP I-DEF
markup NN O I-DEF
, , O I-DEF
semantics NNS O I-DEF
, , O I-DEF
coding VBG O I-DEF
purpose NN O I-DEF
etc NN O I-DEF
. . O O

that DT B-PP O
similar JJ B-NP O
words NNS I-NP O
occur VBP B-VP O
in IN B-PP O
similar JJ B-NP O
contexts NNS I-NP O
, , O O
I PRP B-NP O
formalise VBP B-VP O
this DT B-NP O
in IN B-PP O
a DT B-NP O
slightly RB I-NP O
different JJ I-NP O
way NN I-NP O
: : O O
each DT B-NP O
word NN I-NP O
defines VBZ B-VP O
a DT B-NP O
probability NN I-NP B-TERM
distribution NN I-NP I-TERM
over IN B-PP I-TERM
all DT B-NP I-TERM
contexts NNS I-NP I-TERM
, , O O
namely RB O O
the DT B-NP B-DEF
probability NN I-NP I-DEF
of IN B-PP I-DEF
the DT O I-DEF
context NN O I-DEF
given VBN B-VP I-DEF
the DT O I-DEF
word NN O I-DEF
. . O O

We PRP B-NP O
collected VBD B-VP O
four CD B-NP O
measures NNS I-NP O
of IN B-PP O
performance NN B-NP O
: : O O
• : B-NP O
Recognition NNP I-NP O
time NN I-NP O
, , O O
measured VBN B-VP O
, , O O
