-DOCSTART- -X- -X- O
consists VBZ B-VP I-DEF
of IN B-PP I-DEF
m NN B-NP I-DEF
documents NNS I-NP I-DEF
, , O I-DEF
and CC O I-DEF
denotes VBZ B-VP I-DEF
how WRB O I-DEF
frequently RB B-NP I-DEF
t JJ I-NP I-DEF
appears NNS B-VP I-DEF
across IN B-PP I-DEF
documents NNS B-NP I-DEF
. . O O

o NN B-PP O
Entities NNS B-NP B-TERM
, , O O
representing VBG B-VP B-DEF
objects NNS B-NP I-DEF
( : B-PP I-DEF
individuals NNS B-NP I-DEF
) VBP I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
world NN I-NP I-DEF
. . O O

In IN B-PP O
Figure NNP B-NP O
3 CD I-NP O
, , O O
it PRP B-NP O
was VBD B-VP O
not RB O O
necessary JJ O O
for IN O O
the DT B-NP O
application NN I-NP O
to TO B-VP O
specify VB I-VP O
that IN O O
the DT B-NP O
conjunction NN I-NP O
of IN B-PP O
two CD B-NP O
noun JJ I-NP O
phrases NNS I-NP O
is VBZ B-VP O
a DT B-NP O
parallel NN I-NP O
noun NN I-NP O
phrase NN I-NP O
, , O O
nor CC O O
that IN B-NP O
component NN I-NP B-TERM
noun NN I-NP I-TERM
phrases NNS I-NP I-TERM
( : B-VP O
proper NN B-NP B-DEF
nouns NNS I-NP I-DEF
, , O I-DEF
pronouns NNS B-NP I-DEF
, , O I-DEF
and CC O I-DEF
possessives NNS O I-DEF
) : O O
should MD B-VP O
not RB I-VP O
, , I-VP O
contain VBP I-VP O
an DT O O
article NN O O
. . O O

The DT B-NP O
architecture NN I-NP B-TERM
of IN B-PP I-TERM
the DT B-NP I-TERM
argument NN I-NP I-TERM
generator NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
typical JJ I-NP I-DEF
pipelined VBN I-NP I-DEF
architecture NN I-NP I-DEF
comprising NN B-VP I-DEF
a DT B-NP I-DEF
discourse NN I-NP I-DEF
planner NN I-NP I-DEF
, , O I-DEF
a DT B-NP I-DEF
microplanner NN I-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
sentence NN I-NP I-DEF
real NN I-NP I-DEF
izer NN I-NP I-DEF
. . O O

Consequently RB O O
, , O O
the DT B-NP B-TERM
Bayes NNP I-NP I-TERM
optimal JJ I-NP I-TERM
prediction NN I-NP I-TERM
is VBZ B-VP O
given VBN I-VP O
by IN B-PP O
: : O O
h JJ B-NP B-DEF
( NN I-NP I-DEF
x NN I-NP I-DEF
) : I-NP I-DEF
= : O I-DEF
argmaxteLH~n=l JJ B-NP I-DEF
Pr NNP I-NP I-DEF
( NNP I-NP I-DEF
xill NN I-NP I-DEF
) : I-NP I-DEF
Pr NNP I-NP I-DEF
( : I-NP I-DEF
1 CD I-NP I-DEF
) CD I-NP I-DEF
, , O I-DEF
where WRB O I-DEF
Pr NNP B-NP I-DEF
( NNP I-NP I-DEF
1 CD I-NP I-DEF
) CD I-NP I-DEF
denotes NNS B-VP I-DEF
the DT B-NP I-DEF
prior JJ I-NP I-DEF
probability NN I-NP I-DEF
of IN B-PP I-DEF
l NN B-NP I-DEF
( : O I-DEF
the DT B-NP I-DEF
fraction NN I-NP I-DEF
of IN B-PP I-DEF
examples NNS B-NP I-DEF
labeled VBN B-VP I-DEF
l NN B-NP I-DEF
) : I-NP I-DEF
and CC O I-DEF
Pr NNP O I-DEF
( NNP O I-DEF
xill NN O I-DEF
) : O I-DEF
are VBP B-VP I-DEF
the DT O I-DEF
conditional JJ O I-DEF
feature NN O I-DEF
probabilities NNS O I-DEF
( : O I-DEF
the DT O I-DEF
fraction NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
examples NNS O I-DEF
labeled VBD B-VP I-DEF
l NN O I-DEF
in IN B-PP I-DEF
which WDT O I-DEF
the DT O I-DEF
ith NN O I-DEF
feature NN O I-DEF
has VBZ B-VP I-DEF
value NN O I-DEF
xi NN O I-DEF
) : O I-DEF
. . O O

Communicative JJ B-NP B-TERM
space NN I-NP I-TERM
is VBZ B-VP O
defined VBN I-VP O
by IN B-PP O
a DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
coordinates NNS B-NP I-DEF
that WDT I-NP I-DEF
characterise VBP B-VP I-DEF
the DT B-NP I-DEF
relationships NNS I-NP I-DEF
of IN B-PP I-DEF
participants NNS B-NP I-DEF
in IN B-PP I-DEF
a DT B-NP I-DEF
communicative JJ I-NP I-DEF
encounter NN I-NP I-DEF
. . O O

number NN B-NP O
of IN B-PP O
occurrences NNS B-NP O
of IN B-PP O
W NNP B-NP O
in IN B-PP O
C NNP B-NP O
x NN I-NP O
• : B-PP O
e0e NNP B-NP O
IGx NNP I-NP O
) NNP I-NP O
= NNP O O
length NN B-NP B-TERM
of IN B-PP I-TERM
Cx NNP B-NP I-TERM
which WDT I-NP O
is VBZ B-VP O
the DT B-NP B-DEF
general JJ I-NP I-DEF
language NN I-NP I-DEF
probability NN I-NP I-DEF
for IN B-PP I-DEF
word NN O I-DEF
W NNP O I-DEF
in IN B-PP I-DEF
language NN O I-DEF
x NN O I-DEF
. . O O
number NN O O
of IN B-PP O
occurrences NNS O O
of IN B-PP O
W NNP O O
in IN O O
D NNP O O
• NNP O O
e NN O O
( : O O
WlD NNP O O
) : O O
= : O O
length NN O O
of IN O O
D NNP O O
In NNP O O
principle NN O O
, , O O
any DT O O
large JJ O O
corpus NN O O
Cx NNP O O
that IN O O
is VBZ B-VP O
representative JJ O O
of IN O O
language NN O O
x NN O O
can MD B-VP O
be VB I-VP O
used VBN I-VP O
in IN O O
computing NN B-VP O
the DT O O
general JJ O O
language NN O O
probabilities NNS O O
. . O O

2 LS B-NP O
inforrnPositive NNP I-NP B-TERM
( NNP I-NP I-TERM
p=v NNP I-NP I-TERM
) NNP I-NP I-TERM
: : O O
user NN B-NP B-DEF
confirms NNS B-VP I-DEF
that WDT O I-DEF
the DT B-NP I-DEF
value NN I-NP I-DEF
of IN B-PP I-DEF
parameter NN B-NP I-DEF
p NN I-NP I-DEF
is VBZ B-VP I-DEF
v NN O I-DEF
. . O O
p NN B-NP O
E NNP I-NP O
params NNS I-NP O
( : O O
AD NNP B-NP O
) : B-VP O
U NNP B-NP O
{ : I-NP O
aTask NNP I-NP O
} : I-NP O
. . O O

The DT B-NP O
reasoning NN I-NP B-TERM
model NN I-NP I-TERM
is VBZ B-VP O
interacting VBG I-VP B-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
model NN I-NP I-DEF
of IN B-PP I-DEF
communication NN B-NP I-DEF
process NN I-NP I-DEF
. . O O

G-TAG JJ B-NP B-TERM
thus RB O O
seems VBZ B-VP O
a DT B-NP B-DEF
good JJ I-NP I-DEF
candidate NN I-NP I-DEF
for IN B-PP I-DEF
producing VBG B-VP I-DEF
technical JJ B-NP I-DEF
documentation NN I-NP I-DEF
complying VBG I-NP I-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
constraints NNS I-NP I-DEF
of IN B-PP I-DEF
an DT B-NP I-DEF
( NN I-NP I-DEF
EM NNP I-NP I-DEF
) NNP I-NP I-DEF
CL NNP I-NP I-DEF
. . O O

This DT B-NP O
can MD B-VP O
be VB I-VP O
computed VBN I-VP O
for IN B-PP O
given VBN B-NP O
word-pair JJ I-NP O
type NN I-NP O
( : I-NP O
wl NN I-NP O
, , O O
w2 NNP B-NP O
) NNP I-NP O
by IN B-PP O
recording NN B-VP O
each DT B-NP O
word-pair JJ I-NP O
token NN I-NP O
( : I-NP O
wl NN I-NP O
, , O O
w2 NNP B-NP O
, , O O
d VBD B-VP O
) : B-NP O
in IN B-PP O
a DT B-NP O
corpus NN I-NP O
, , O O
where WRB O O
d JJ B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
distance NN I-NP I-DEF
or CC I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
intervening VBG O I-DEF
words NNS O I-DEF
. . O O

Using VBG B-VP O
XML NNP B-NP O
properties NNS I-NP O
, , O O
the DT B-NP O
grammar NN I-NP O
has VBZ B-VP O
easily RB B-NP O
access NN I-NP O
to TO B-PP O
all DT B-NP O
the DT I-NP O
levels NNS I-NP B-TERM
of IN B-PP I-TERM
the DT B-NP I-TERM
document NN I-NP I-TERM
( : I-NP O
word NN I-NP B-DEF
, , O I-DEF
tag NN B-NP I-DEF
, , O I-DEF
phrase NN B-NP I-DEF
, , O I-DEF
and CC O I-DEF
higher JJR B-NP I-DEF
structures NNS I-NP I-DEF
) : I-NP O
. . O O

Thus RB O O
, , O O
the DT B-NP O
author NN I-NP O
is VBZ B-VP O
terlingua NN B-NP B-TERM
( : O O
specific JJ O B-DEF
to TO B-PP I-DEF
the DT B-NP I-DEF
class NN I-NP I-DEF
of IN B-PP I-DEF
documents NNS B-NP I-DEF
being VBG B-VP I-DEF
always RB O I-DEF
overtly RB O I-DEF
working VBG B-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
language NN I-NP I-DEF
s/he NN O I-DEF
nows VBZ O I-DEF
, , O O
modelled VBN B-NP O
) -NONE- I-NP O
, , O O
and CC O O
it PRP B-NP O
is VBZ B-VP O
the DT B-NP O
responsibility NN I-NP O
of IN B-PP O
appropribut NN B-NP O
is VBZ B-VP O
implicitly RB I-VP O
building VBG I-VP O
a DT O O
language-independent JJ O O
ate NN B-VP O
`` `` O O
rendering NN B-VP O
'' '' O O
mechanisms NNS O O
to TO B-VP O
produce VB I-VP O
actual JJ O O
text NN O O
representation NN O O
of IN B-PP O
the DT O O
document NN O O
content NN O O
. . O O

`` `` O O
The DT B-NP O
relation NN I-NP O
of IN B-PP O
hyperonymy NN B-NP O
is VBZ B-VP O
generally RB I-VP O
regarded VBN I-VP O
as IN B-PP O
transitive JJ B-NP O
: : O O
If IN O B-DEF
A DT B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
hyperonym NN I-NP I-DEF
of IN B-PP I-DEF
B NNP B-NP I-DEF
, , O I-DEF
and CC O I-DEF
B NNP B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
hyperonym NN I-NP I-DEF
of IN B-PP I-DEF
C NNP B-NP I-DEF
, , O I-DEF
then RB O I-DEF
A DT O I-DEF
is VBZ B-VP I-DEF
a DT O I-DEF
hyperonym NN O I-DEF
of IN B-PP I-DEF
C NNP O I-DEF
. . O O
Following NNP B-VP O
common JJ O O
practice NN O O
, , O O
we PRP O O
call VBP B-VP O
A DT O O
a DT O O
direct JJ O B-TERM
hyperonym NN O I-TERM
of IN B-PP O
B NNP O O
, , O O
while IN O O
it PRP O O
is VBZ B-VP O
only RB O O
an DT O O
indirect JJ O O
hyperonym NN O O
of IN B-PP O
C. NNP O O
The NNP O O
same JJ O O
holds NNS O O
for IN B-PP O
the DT O O
inverse NN O O
relation NN O O
, , O O
hyponymy NN O O
. . O O

WIT NN B-NP B-TERM
features NNS B-VP B-DEF
an DT B-NP I-DEF
incremental JJ I-NP I-DEF
understanding NN I-NP I-DEF
mechanism NN I-NP I-DEF
that WDT I-NP I-DEF
enables VBZ B-VP I-DEF
robust MD B-NP I-DEF
utterance VB I-NP I-DEF
understanding NN I-NP I-DEF
and CC O I-DEF
realtime VB B-NP I-DEF
responses NNS I-NP I-DEF
. . O O

The DT B-NP O
SNoW NNP I-NP B-TERM
learning NN I-NP I-TERM
architecture NN I-NP I-TERM
learns NNS B-VP B-DEF
a DT B-NP I-DEF
sparse NN I-NP I-DEF
network NN I-NP I-DEF
of IN B-PP I-DEF
linear JJ B-NP I-DEF
functions NNS I-NP I-DEF
, , O I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
the DT I-NP I-DEF
targets NNS I-NP I-DEF
( : I-NP I-DEF
states NNS I-NP I-DEF
, , O I-DEF
in IN B-PP I-DEF
this DT B-NP I-DEF
case NN I-NP I-DEF
) : I-NP I-DEF
are VBP B-VP I-DEF
represented VBN I-VP I-DEF
as IN B-PP I-DEF
linear JJ B-NP I-DEF
functions NNS I-NP I-DEF
over IN B-PP I-DEF
a DT B-NP I-DEF
common JJ I-NP I-DEF
feature NN I-NP I-DEF
space NN I-NP I-DEF
. . O O

Error NNP B-NP B-TERM
probability NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
metric JJ I-NP I-DEF
for IN B-PP I-DEF
evaluating NN B-VP I-DEF
segmentation NN B-NP I-DEF
results NNS I-NP I-DEF
proposed VBD B-VP O
in IN B-PP O
( CD B-NP O
Allan NNP I-NP O
et NN I-NP O
ai. NNP I-NP O
, , O O
1998 CD B-NP O
; : O O
Beeferman NNP B-NP O
etal. NNP B-VP O
, , O O
1999 CD B-NP O
) : I-NP O
. . O O

We PRP B-NP O
introduce VBP B-VP O
CST NNP B-NP B-TERM
( NNP I-NP I-TERM
cross-document NNP I-NP I-TERM
slructure NN I-NP I-TERM
theory NN I-NP I-TERM
) : I-NP I-TERM
, , O O
a DT B-NP B-DEF
paradigm NN I-NP I-DEF
for IN B-PP I-DEF
multidocument NN B-NP I-DEF
analysis NN I-NP I-DEF
. . O O

'F/A NN B-NP O
' POS I-NP O
shows NNS I-NP O
false VBP I-NP O
alarm NN I-NP O
rate NN I-NP O
and CC O O
'FI NNP B-NP B-TERM
' '' I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
measure NN I-NP I-DEF
that WDT I-NP I-DEF
balances VBZ B-VP I-DEF
recall MD B-NP I-DEF
and CC I-NP I-DEF
precision NN I-NP I-DEF
. . O O

requestValue NNP B-NP B-TERM
( : I-NP O
p=v NN I-NP O
) : I-NP O
: : O O
system NN B-NP B-DEF
asks NNS B-VP I-DEF
whether IN O I-DEF
the DT B-NP I-DEF
value NN I-NP I-DEF
v NN I-NP I-DEF
of IN B-PP I-DEF
parameter NN B-NP I-DEF
p NN I-NP I-DEF
is VBZ B-VP I-DEF
correct JJ O I-DEF
. . O O

The DT B-NP O
communication NN I-NP B-TERM
channel NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
trained VBN I-NP I-DEF
classifier NN I-NP I-DEF
. . O O

The DT B-NP O
deep NN I-NP B-TERM
translation NN I-NP I-TERM
track NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
an DT B-NP I-DEF
HPSG NNP I-NP I-DEF
based VBN I-NP I-DEF
analysis NN I-NP I-DEF
, , O I-DEF
semantic JJ B-NP I-DEF
transfer NN I-NP I-DEF
and CC O I-DEF
finally RB O I-DEF
a DT B-NP I-DEF
TAG-based JJ I-NP I-DEF
generator NN I-NP I-DEF
( : I-NP I-DEF
VMGECO NNP I-NP I-DEF
) : I-NP I-DEF
. . O O

4.1 CD B-NP O
Evaluating NNP B-VP O
the DT B-NP O
coverage NN I-NP O
of IN B-PP O
hand-crafted JJ B-NP O
grammars NNS I-NP O
The DT I-NP O
XTAG NNP I-NP B-TERM
grammar NN I-NP I-TERM
( : I-NP O
XTAG-Group NN I-NP O
, , O O
1998 CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
hand-crafted JJ I-NP I-DEF
large-scale JJ I-NP I-DEF
grammar NN I-NP I-DEF
for IN B-PP I-DEF
English NNP B-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
has VBZ B-VP I-DEF
been VBN I-VP I-DEF
developed VBN I-VP I-DEF
at IN B-PP I-DEF
University NNP B-NP I-DEF
of IN B-PP I-DEF
Pennsylvania NNP O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
last JJ O I-DEF
decade NN O I-DEF
. . O O

For IN B-PP O
example NN B-NP O
, , O O
( : B-NP O
Domingos NNP I-NP O
, , O O
1996 CD B-NP O
) : O O
describes NNS B-VP O
the DT B-NP O
RISE NNP I-NP B-TERM
system NN I-NP I-TERM
, , O O
in IN B-PP B-DEF
which WDT B-NP I-DEF
rules NNS I-NP I-DEF
are VBP B-VP I-DEF
( : I-VP I-DEF
carefully RB B-NP I-DEF
) : I-NP I-DEF
generalised VBN B-VP I-DEF
from IN B-PP I-DEF
instances NNS B-NP I-DEF
, , O I-DEF
and CC O I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
the DT O I-DEF
k-NN NNP O I-DEF
classification NN O I-DEF
rule NN O I-DEF
searches NNS O I-DEF
for IN O I-DEF
nearest JJS O I-DEF
neighbours NNS O I-DEF
within IN B-PP I-DEF
these DT O I-DEF
rules NNS O I-DEF
when WRB B-VP I-DEF
classifying VBG I-VP I-DEF
new JJ O I-DEF
instances NNS O I-DEF
. . O O

The DT B-NP O
annotation NN I-NP B-TERM
information NN I-NP I-TERM
consists NNS B-VP B-DEF
of IN B-PP I-DEF
speech NN B-NP I-DEF
, , O I-DEF
transcription NN B-NP I-DEF
delimited VBD B-VP I-DEF
by IN B-PP I-DEF
slash NN B-NP I-DEF
units NNS I-NP I-DEF
, , O I-DEF
prosodic JJ B-NP I-DEF
, , O I-DEF
part NN B-NP I-DEF
of IN B-PP I-DEF
speech NN B-NP I-DEF
, , O I-DEF
dialogue NN B-NP I-DEF
acts NNS I-NP I-DEF
and CC O I-DEF
dialogue NN B-NP I-DEF
segmentation NN I-NP I-DEF
. . O O

An DT B-NP O
end-to-end JJ I-NP O
evaluation NN I-NP O
includes VBZ B-VP O
an DT B-NP O
analyzer NN I-NP B-TERM
, , O O
which WDT B-NP O
maps NNS B-VP B-DEF
the DT B-NP I-DEF
source NN I-NP I-DEF
language NN I-NP I-DEF
input NN I-NP I-DEF
into IN B-PP I-DEF
IF NNP B-NP I-DEF
and CC O O
a DT B-NP O
generator NN I-NP B-TERM
, , O O
which WDT B-NP O
maps NNS B-VP B-DEF
IF IN O I-DEF
into IN B-PP I-DEF
target NN B-NP I-DEF
language NN I-NP I-DEF
sentences NNS I-NP I-DEF
. . O O

Precision NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
ratio NN I-NP I-DEF
between IN B-PP I-DEF
the DT B-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
correct JJ B-NP I-DEF
parses NNS I-NP I-DEF
produced VBN B-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
specialized VBN I-NP I-DEF
grammar NN I-NP I-DEF
and CC O I-DEF
the DT B-NP I-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
parses NNS B-NP I-DEF
produced VBN B-VP I-DEF
by IN B-PP I-DEF
the DT B-NP I-DEF
same JJ I-NP I-DEF
grammar NN I-NP I-DEF
. . O O

LazyBoosting NN B-NP B-TERM
( `` I-NP O
Escudero NNP I-NP O
et NN I-NP O
al NN I-NP O
. . O O
, , O O
2000a CD B-NP O
) : I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
simple JJ I-NP I-DEF
modification NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
AdaBoost NNP I-NP I-DEF
. . I-NP O
MH NNP I-NP B-TERM
algorithm NN I-NP I-TERM
, , O O
which WDT B-NP O
consists NNS B-VP B-DEF
in IN B-PP I-DEF
reducing VBG B-VP I-DEF
the DT B-NP I-DEF
feature NN I-NP I-DEF
space NN I-NP I-DEF
that WDT I-NP I-DEF
is VBZ B-VP I-DEF
explored VBN I-VP I-DEF
when WRB O I-DEF
learning VBG B-VP I-DEF
each DT B-NP I-DEF
weak JJ I-NP I-DEF
classifier NN I-NP I-DEF
. . O O

2.2.1 CD B-NP O
The DT I-NP O
evaluator NN I-NP O
The DT I-NP O
evaluator NN I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
function NN I-NP I-DEF
p NN I-NP I-DEF
( : I-NP I-DEF
t NN I-NP I-DEF
[ : I-NP I-DEF
t NN I-NP I-DEF
' '' I-NP I-DEF
, , O I-DEF
s VBZ B-NP I-DEF
) : O I-DEF
which WDT B-NP I-DEF
assigns NNS B-VP I-DEF
to TO B-PP I-DEF
each DT B-NP I-DEF
target-text JJ I-NP I-DEF
unit NN I-NP I-DEF
t NN B-PP I-DEF
an DT B-NP I-DEF
estimate NN I-NP I-DEF
of IN B-PP I-DEF
its PRP$ B-NP I-DEF
probability NN I-NP I-DEF
given VBN B-VP I-DEF
a DT O I-DEF
source NN O I-DEF
text NN O I-DEF
s NNS B-VP I-DEF
and CC O I-DEF
the DT O I-DEF
tokens NNS O I-DEF
t VBP O I-DEF
' '' O I-DEF
which WDT O I-DEF
precede VBP B-VP I-DEF
t NN O I-DEF
in IN B-PP I-DEF
the DT O I-DEF
current JJ O I-DEF
translation NN O I-DEF
of IN B-PP I-DEF
s NNS O I-DEF
. . O O

on IN B-PP O
the DT B-NP O
`` `` I-NP O
core NN I-NP B-TERM
dialogue NN I-NP I-TERM
, , O O
'' '' O O
defined VBD B-VP O
as IN B-PP O
the DT B-NP B-DEF
interval NN I-NP I-DEF
subsequent NN O I-DEF
to TO B-PP I-DEF
logging NN B-VP I-DEF
on IN B-PP I-DEF
and CC O I-DEF
up IN O I-DEF
until IN B-PP I-DEF
the DT B-NP I-DEF
itinerary JJ I-NP I-DEF
is VBZ B-VP I-DEF
fully RB I-VP I-DEF
specified VBN I-VP I-DEF
, , O I-DEF
but CC O I-DEF
has VBZ B-VP I-DEF
not RB I-VP I-DEF
yet RB I-VP I-DEF
been VBN I-VP I-DEF
priced VBN I-VP I-DEF
. . O O

The DT B-NP O
hotel NN I-NP O
Regina NNP I-NP O
has VBZ B-VP O
thirty NN B-NP O
single JJ I-NP O
rooms NNS I-NP O
The DT I-NP O
hotel NN I-NP B-TERM
Regina NNP I-NP I-TERM
is VBZ B-VP O
an DT B-NP B-DEF
expensive JJ I-NP I-DEF
hotel NN I-NP I-DEF
. . O O

A DT B-NP O
corpus NN I-NP B-TERM
position NN I-NP I-TERM
for IN B-PP O
a DT B-NP O
corpus NN I-NP O
C NNP I-NP O
is VBZ B-VP O
a DT B-NP B-DEF
tuple NN I-NP I-DEF
( : I-NP I-DEF
j NN I-NP I-DEF
, , O I-DEF
k NN B-NP I-DEF
) : I-NP I-DEF
, , O I-DEF
meaning NN B-VP I-DEF
the DT B-NP I-DEF
k NN I-NP I-DEF
th NN B-PP I-DEF
symbol NN B-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
jtb NN I-NP I-DEF
string VBG I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
corpus NN I-NP I-DEF
, , I-NP I-DEF
with IN B-PP I-DEF
the DT B-NP I-DEF
restrictions NNS I-NP I-DEF
: : O I-DEF
1 LS O I-DEF
_ NNP O I-DEF
< NNP O I-DEF
j NN O I-DEF
_ NNP B-PP I-DEF
< NNP O I-DEF
[ NNP O I-DEF
C NNP O I-DEF
[ NNP O I-DEF
and CC O I-DEF
0 -NONE- O I-DEF
_ NNP O I-DEF
< NNP B-PP I-DEF
k NN O I-DEF
_ NNP B-PP I-DEF
< NNP O I-DEF
[ NNP O I-DEF
CU NNP O I-DEF
] NNP O I-DEF
[ NNP O I-DEF
. . O O

Nitrogen NNP B-NP O
' POS I-NP O
s NNS I-NP O
input VBD I-NP O
, , O O
Abstract NNP B-NP B-TERM
Meaning NNP I-NP I-TERM
Representation NNP I-NP I-TERM
( NNP I-NP O
AMR NNP I-NP B-TERM
) NNP I-NP O
, , O O
is VBZ B-VP O
a DT B-NP B-DEF
labeled VBN I-NP I-DEF
directed VBN I-NP I-DEF
graph NN I-NP I-DEF
written VBN B-VP I-DEF
using VBG I-VP I-DEF
the DT B-NP I-DEF
syntax NN I-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
PENMAN NNP I-NP I-DEF
Sentence NNP I-NP I-DEF
Plan NNP I-NP I-DEF
Language NNP I-NP I-DEF
( NNP I-NP O
Penman NNP I-NP O
1989 CD I-NP O
) CD I-NP O
. . O O

Language NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-DEF
best JJS I-NP I-DEF
conceivable JJ I-NP I-DEF
means NNS B-VP I-DEF
to TO I-VP I-DEF
transfer VB I-VP I-DEF
information NN B-NP I-DEF
as IN B-PP I-DEF
pointedly RB B-NP I-DEF
as IN B-PP I-DEF
possible JJ O I-DEF
. . O O

e1 NNP B-NP B-TERM
, , I-NP I-TERM
e2 NNP I-NP I-TERM
, , I-NP I-TERM
... : O I-TERM
, , O I-TERM
e NN B-NP I-TERM
, , O O
are VBP B-VP O
the DT B-NP B-DEF
segmented VBN I-NP I-DEF
Chinese JJ I-NP I-DEF
words NNS I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
query NN I-NP I-DEF
after IN B-PP I-DEF
removing VBG B-VP I-DEF
the DT B-NP I-DEF
stop NN I-NP I-DEF
words NNS I-NP I-DEF
. . O O

( NN B-NP O
ILl NNP I-NP O
, , O O
79 CD B-NP O
, , I-NP O
73 CD I-NP O
, , O O
£ : O O
, , O O
# # B-NP O
, , I-NP O
rl NN I-NP O
, , O O
a DT B-NP O
) NN I-NP O
is VBZ B-VP O
a DT B-NP O
query NN I-NP O
model NN I-NP O
with IN B-PP O
categories NNS B-NP O
C NNP I-NP O
, , O O
edge NN B-NP O
labels NNS I-NP O
E NNP I-NP O
and CC O O
terminals NNS B-NP O
Tiff NNP I-NP B-TERM
1 CD I-NP I-TERM
is VBZ B-VP O
a DT O B-DEF
finite JJ O I-DEF
set NN O I-DEF
with IN B-PP I-DEF
Lt NNP O I-DEF
n NN O I-DEF
( : O I-DEF
C NNP O I-DEF
U NNP O I-DEF
E NNP O I-DEF
U NNP O I-DEF
T NNP O I-DEF
) NNP O I-DEF
= NNP O I-DEF
O NNP O I-DEF
, , O I-DEF
the DT O I-DEF
set NN O I-DEF
of IN B-PP I-DEF
nodes NNS O I-DEF
. . O O

Note VB B-VP O
that IN O O
the DT B-NP O
correlation NN I-NP B-TERM
metric JJ I-NP I-TERM
C NNP I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
square NN I-NP I-DEF
root NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
X NNP I-NP I-DEF
2 CD I-NP I-DEF
metric JJ I-NP I-DEF
. . O O

Three CD B-NP O
measures NNS I-NP O
are VBP B-VP O
used VBN I-VP O
in IN B-PP O
the DT B-NP O
evaluation NN I-NP O
of IN B-PP O
the DT B-NP O
system NN I-NP O
performance NN I-NP O
: : O O
( : B-NP O
1 CD I-NP O
) CD I-NP O
precision NN I-NP B-TERM
, , O O
dEfined NNP B-VP O
as IN B-PP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
relevant JJ B-NP I-DEF
documents NNS I-NP I-DEF
retrieved VBD B-VP I-DEF
over IN B-PP I-DEF
the DT B-NP I-DEF
total JJ I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
documents NNS B-NP I-DEF
retrieved VBN B-VP I-DEF
; : O O
( : B-NP O
2 CD I-NP O
) CD I-NP O
recalL NNP I-NP B-TERM
, , O O
defined VBD B-VP O
as IN B-PP O
the DT O B-DEF
number NN O I-DEF
of IN B-PP I-DEF
relevant JJ O I-DEF
documents NNS O I-DEF
retrieved VBD B-VP I-DEF
over IN B-PP I-DEF
the DT O I-DEF
total JJ O I-DEF
number NN O I-DEF
of IN O I-DEF
relevant JJ O I-DEF
documents NNS O I-DEF
found VBD B-VP I-DEF
in IN O I-DEF
the DT O I-DEF
collection NN O I-DEF
and CC O O
( CD O O
3 CD O O
) CD O O
F-measure JJ O B-TERM
, , O O
which WDT O O
combines NNS B-VP B-DEF
both DT O I-DEF
the DT O I-DEF
precision NN O I-DEF
and CC O I-DEF
recall NN O I-DEF
into IN O I-DEF
a DT O I-DEF
single JJ O I-DEF
formula NN O I-DEF
: : O I-DEF
Fmeasure NNP O B-TERM
