-DOCSTART- -X- -X- O
of IN B-PP O
the NP I-PP O
year NN B-NP O
, , O O
RB ADVP O O
based VVN B-VP O
on IN B-PP O
yearly JJ I-PP O
periodic JJ I-PP O
changes NNS I-PP O
in IN I-PP O
weather NN I-PP O
. . O O

Secondary-school NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
term NN I-NP O
used VVN B-VP O
to TO I-VP O
describe VV I-VP O
an DT B-NP B-GENUS
educational JJ B-NP B-HYPER
institution NN I-NP I-HYPER
WRB ADVP O O
the DT B-NP O
final JJ I-NP O
stage NN I-NP O
of IN B-PP O
compulsory JJ I-PP O
schooling NN I-PP O
, , O O
known VVN B-VP O
as IN B-PP O
secondary JJ I-PP O
education NN I-PP O
, , O O
takes VVZ B-VP O
place NN B-NP O
. . O O

Seinen-manga NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
subset NN I-NP O
of IN B-PP O
manga NN B-PP B-HYPER
that WDT B-NP O
is VBZ B-VP O
generally RB I-VP O
targeted VVN I-VP O
at IN B-PP O
an DT I-PP O
18–30 JJ I-PP O
year NN I-PP O
JJ ADJP O O
male JJ B-NP O
audience NN I-NP O
, , O O
but CC O O
the DT B-NP O
audience NN I-NP O
can MD B-VP O
be VB I-VP O
JJR ADJP O O
with IN B-PP O
some DT I-PP O
comics NNS I-PP O
aimed VVN B-VP O
at IN B-PP O
businessmen NNS I-PP O
RB ADVP O O
into IN B-PP O
their PP$ I-PP O
40s JJ I-PP O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Semigroup NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
algebraic JJ B-NP B-HYPER
structure NN I-NP I-HYPER
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
nonempty NN I-PP O
set VVD B-VP O
S NP B-NP O
RB ADVP O O
with IN B-PP O
an DT I-PP O
associative JJ I-PP O
binary JJ I-PP O
operation NN I-PP O
. . O O

The DT B-NP O
Septuagint NP I-NP B-TERM
( ( O O
/ˈsɛptuː.ədʒɪnt/ NN B-NP O
) ) O O
, , O O
or CC O O
simply RB B-NP O
" `` I-NP O
LXX NP I-NP O
" '' I-NP O
, , I-NP O
is VBZ B-VP O
the DT B-NP O
Koine NP I-NP O
Greek JJ I-NP O
version NN I-NP O
of IN B-PP O
the NP B-PP B-GENUS
Hebrew NP B-NP B-HYPER
Bible NP I-NP I-HYPER
, , O O
translated VVN B-VP O
in IN B-PP O
stages NNS I-PP O
between IN I-PP O
the DT I-PP O
3rd JJ I-PP O
and CC I-PP O
1st JJ I-PP O
centuries NNS I-PP O
BC NP B-NP O
in IN B-PP O
Alexandria NP I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Sequence NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
ordered VVN I-NP I-GENUS
list NN B-NP B-HYPER
of IN B-PP O
objects NNS I-PP O
( ( O O
or CC O O
events NNS B-NP O
) ) O O
. . O O

In IN B-PP O
computer NN I-PP O
science NN I-PP O
, , O O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
data NN I-PP O
storage NN I-PP O
and CC I-PP O
transmission NN I-PP O
, , O O
Serialization NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
process NN I-NP O
of IN B-PP O
saving VVG B-VP B-HYPER
an DT B-NP O
object NN I-NP O
onto IN B-PP O
a DT I-PP O
storage NN I-PP O
medium NN I-PP O
( ( O O
such JJ B-NP O
as IN B-PP O
a DT I-PP O
file NN I-PP O
, , O O
or CC O O
a DT B-NP O
memory NN I-NP O
buffer NN I-NP O
) ) O O
or CC O O
to TO B-VP O
transmit VV I-VP O
it PP B-NP O
across IN B-PP O
a DT I-PP O
network NN I-PP O
connection NN I-PP O
link NN I-PP O
in IN I-PP O
binary JJ I-PP O
form NN I-PP O
. . O O

A DT B-NP O
Serializer NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP O
important JJ I-NP O
kind NN I-NP O
of IN B-PP O
actor NN B-PP B-HYPER
defined VVN B-VP O
by IN B-PP O
the DT I-PP O
property NN I-PP O
that IN O O
it PP B-NP O
is VBZ B-VP O
RB ADVP O O
JJ ADJP O O
to TO B-PP O
the DT I-PP O
arrival NN I-PP O
of IN I-PP O
new JJ I-PP O
messages NNS I-PP O
. . O O

A DT B-NP O
Sestina NP I-NP B-TERM
( ( O O
RB ADVP O O
, , O O
sextina NP B-NP O
, , I-NP O
sestine NN I-NP O
, , I-NP O
or CC I-NP O
sextain NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
highly RB I-NP I-GENUS
structured VVN B-VP I-GENUS
poem NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
six CD I-PP O
six-line NN I-PP O
stanzas NNS I-PP O
followed VVN B-VP O
by IN B-PP O
a DT I-PP O
tercet NN I-PP O
( ( O O
called VVN B-VP O
its PP$ B-NP O
envoy NN I-NP O
or CC I-NP O
tornada NN I-NP O
) ) O O
, , O O
for IN B-PP O
a DT I-PP O
total NN I-PP O
of IN I-PP O
thirty-nine NN I-PP O
lines NNS I-PP O
. . O O

A DT B-NP O
Set NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
collection NN I-NP O
of IN B-PP O
JJ ADJP O B-GENUS
objects NNS B-NP B-HYPER
, , O O
considered VVN B-VP O
as IN B-PP O
an DT I-PP O
object NN I-PP O
in IN I-PP O
its PP$ I-PP O
own JJ I-PP O
right NN I-PP O
. . O O

Islam NP B-NP O
Sharia NP I-NP B-TERM
( ( O O
Arabic NP B-NP O
: : O O
شريعة‎ NN B-NP O
šarīʿah NN I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
body NN B-NP B-HYPER
of IN B-PP O
Islamic JJ I-PP O
religious JJ I-PP O
law NN I-PP O
. . O O

The DT B-NP O
word NN I-NP O
Shinto NN I-NP B-TERM
, , O O
from IN B-PP O
the DT I-PP O
original JJ I-PP O
Chinese NP I-PP O
Shendao NP I-PP O
( ( O O
神道 NN B-NP O
) ) O O
, , O O
combines VVZ B-VP O
two CD B-NP O
kanji FW I-NP O
: : O O
Nihongo NP B-NP O
( ( O O
loanwords NNS B-NP O
RB ADVP O O
retain VVP B-VP O
their PP$ B-NP O
Chinese JJ I-NP O
pronunciation NN I-NP O
, , O O
hence RB B-VP O
shin VV I-VP O
not RB B-NP O
kami NN I-NP O
) ) O O
, , O O
meaning VVG B-VP O
gods NNS B-NP B-HYPER
or CC B-NP O
spirits NNS B-NP B-HYPER
; : O O
and CC O O
Nihongo NP B-NP O
, , O O
meaning VVG B-VP O
a DT B-NP O
philosophical JJ I-NP O
way NN I-NP O
or CC I-NP O
path NN I-NP O
( ( O O
RB ADVP O O
from IN B-PP O
the DT I-PP O
Chinese JJ I-PP O
word NN I-PP O
dao NN I-PP O
) ) O O
. . O O

A DT B-NP O
Ship NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
vessel NN B-NP B-HYPER
that WDT B-NP O
floats VVZ B-VP O
on IN B-PP O
water NN I-PP O
. . O O

In IN I-PP O
Judaism NP I-PP O
, , I-PP O
shiv'ah NP I-PP O
or CC I-PP O
Shiva NP I-PP B-TERM
( ( O O
Hebrew NP B-NP O
Name NP I-NP O
1 CD I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
week-long JJ B-NP B-HYPER
period NN I-NP I-HYPER
of IN B-PP O
grief NN I-PP O
and CC O O
mourning VVG B-VP O
for IN B-PP O
the DT I-PP O
seven CD I-PP O
first-degree NN I-PP O
relatives NNS I-PP O
: : O O
father NN B-NP O
, , O O
mother NN B-NP O
, , I-NP O
son NN I-NP O
, , I-NP O
daughter NN I-NP O
, , I-NP O
brother NN I-NP O
, , I-NP O
sister NN I-NP O
, , I-NP O
and CC I-NP O
spouse NN I-NP O
. . O O

A DT I-NP O
Shoe NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
item NN I-NP I-GENUS
of IN B-PP I-GENUS
footwear NN B-PP B-HYPER
. . O O

A DT B-NP O
Shotgun NP I-NP B-TERM
( ( O O
also RB B-VP O
known VVN I-VP O
as IN B-PP O
a DT I-PP O
fowling NN I-PP O
piece NN I-PP O
or CC I-PP O
scattergun NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
firearm NN B-NP B-HYPER
that WDT B-NP O
is VBZ B-VP O
usually RB I-VP O
designed VVN I-VP O
to TO I-VP O
be VB I-VP O
fired VVN I-VP O
from IN B-PP O
the DT I-PP O
shoulder NN I-PP O
, , O O
which WDT B-NP O
uses VVZ B-VP O
the DT B-NP O
energy NN I-NP O
of IN B-PP O
a DT I-PP O
fixed JJ I-PP O
shell NN I-PP O
to TO B-VP O
fire VV I-VP O
a DT B-NP O
number NN I-NP O
of IN B-PP O
small JJ I-PP O
spherical JJ I-PP O
pellets NNS I-PP O
called VVD B-VP O
shot NN B-NP O
or CC O O
a DT B-NP O
solid JJ I-NP O
projectile NN I-NP O
. . O O

The DT B-NP O
Siberian-Tiger NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
subspecies NN I-NP O
of IN B-PP O
tiger NN B-PP B-HYPER
that WDT B-NP O
is VBZ B-VP O
endangered VVN I-VP O
. . O O

Sienna NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
form NN I-NP O
of IN B-PP O
limonite NN B-NP B-HYPER
clay VV B-VP O
RBS ADJP O O
JJ ADJP O O
in IN B-PP O
the DT I-PP O
production NN I-PP O
of IN I-PP O
oil NN I-PP O
paint NN I-PP O
pigments NNS I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
σ-algebra NN I-NP O
( ( O O
or CC O O
Sigma-algebra NP B-NP B-TERM
) ) O O
( ( B-NP O
sigma NN I-NP O
is VBZ B-VP O
a DT B-NP O
Greek JJ I-NP O
letter NN I-NP O
, , O O
upper JJ B-NP O
case NN I-NP O
Σ NN I-NP O
, , O O
lower JJR B-NP O
case NN I-NP O
σ NN I-NP O
) ) O O
over IN B-PP O
a DT I-PP O
set VVN I-PP O
X NN I-PP O
is VBZ B-VP O
a DT B-NP B-GENUS
nonempty NN I-NP I-GENUS
collection NN B-NP B-HYPER
Σ NN B-NP O
of IN B-PP O
subsets NNS I-PP O
of IN I-PP O
X NP I-PP O
that WDT B-NP O
is VBZ B-VP O
closed VVN I-VP O
under IN B-PP O
complementation NN I-PP O
and CC O O
countable JJ B-NP O
unions NNS I-NP O
of IN B-PP O
its PP$ I-PP O
members NNS I-PP O
. . O O

Sigmurethra NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
taxonomic JJ I-NP O
category NN I-NP O
of IN B-PP O
air-breathing JJ B-PP B-GENUS
land NN B-PP B-HYPER
snails NNS I-PP I-HYPER
and CC B-PP O
slugs NNS B-PP B-HYPER
, , O O
terrestrial JJ B-NP O
pulmonate JJ I-NP O
gastropod JJ I-NP O
molluscs NNS I-NP O
. . O O

A DT I-NP O
Sign NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
entity NN B-NP B-HYPER
which WDT B-NP O
signifies VVZ B-VP O
another DT B-NP O
entity NN I-NP O
. . O O

A DT I-NP O
Signature NP I-NP B-TERM
( ( O O
from IN B-PP O
Latin JJ I-PP O
signare NN I-PP O
, , O O
" `` B-NP O
sign NN I-NP O
" '' O O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
handwritten JJ I-NP I-GENUS
( ( I-NP I-GENUS
and CC B-VP I-GENUS
sometimes RB I-VP I-GENUS
stylized VVN I-VP I-GENUS
) ) O I-GENUS
depiction NN B-NP B-HYPER
of IN B-PP O
someone NN I-PP O
's POS I-PP O
name NN B-NP O
, , O O
nickname NN B-NP O
or CC O O
RB ADVP O O
a DT B-NP O
simple JJ I-NP O
" `` I-NP O
X NN I-NP O
" '' O O
that IN O O
a DT B-NP O
person NN I-NP O
writes VVZ B-VP O
on IN B-PP O
documents NNS I-PP O
as IN I-PP O
a DT I-PP O
proof NN I-PP O
of IN I-PP O
identity NN I-PP O
and CC I-PP O
intent NN I-PP O
. . O O

Sikhism NN B-NP B-TERM
originated VVN B-VP O
from IN B-PP O
the DT I-PP O
word NN I-PP O
Sikh NN I-PP O
, , O O
which WDT B-NP O
in IN B-PP O
turn NN I-PP O
comes VVZ B-VP O
from IN B-PP O
the DT I-PP O
Sanskrit NN I-PP O
root NN I-PP O
meaning VVG B-NP O
disciple NN B-NP B-HYPER
" '' B-NP O
or CC O O
" `` O O
learner NN B-NP B-HYPER
" '' B-NP O
, , O O
or CC O O
śikṣa NN B-NP O
meaning NN I-NP O
" '' O O
instruction NN B-NP B-HYPER
" '' O O
. SENT O O
. . O O

The DT B-NP O
Silurian NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
geologic JJ B-NP B-HYPER
period NN I-NP I-HYPER
and CC B-NP O
system NN B-NP B-HYPER
that WDT B-NP O
extends VVZ B-VP O
from IN B-PP O
the DT I-PP O
end NN I-PP O
of IN I-PP O
the DT I-PP O
Ordovician JJ I-PP O
period NN I-PP O
, , O O
about RB B-NP O
443.7 CD I-NP O
± NN I-NP O
1.5 CD I-NP O
Ma NP I-NP O
( ( O O
million CD B-NP O
years NNS I-NP O
ago RB I-NP O
) ) O O
, , O O
to TO B-PP O
the DT I-PP O
beginning NN I-PP O
of IN I-PP O
the DT I-PP O
Devonian JJ I-PP O
period NN I-PP O
, , O O
about RB B-NP O
416.0 CD I-NP O
± NN I-NP O
2.8 CD I-NP O
Ma NP I-NP O
ICS NP I-NP O
. . O O

SimCity NN I-NP B-TERM
was VBD B-VP O
Maxis NP B-NP B-GENUS
' POS I-NP I-GENUS
RB ADJP O I-GENUS
product NN B-NP B-HYPER
, , O O
which WDT B-NP O
has VHZ B-VP O
since RB I-VP O
been VBN I-VP O
ported VVN I-VP O
into IN B-PP O
various JJ I-PP O
personal JJ I-PP O
computers NNS I-PP O
and CC I-PP O
game NN I-PP O
consoles VVZ B-VP O
, , O O
and CC O O
enhanced VVN B-VP O
into IN B-PP O
several JJ I-PP O
different JJ I-PP O
versions NNS I-PP O
including VVG B-VP O
SimCity NP B-NP O
2000 CD I-NP O
in IN B-PP O
1993 CD I-PP O
, , O O
SimCity NP B-NP O
3000 CD I-NP O
in IN B-PP O
1999 CD I-PP O
, , O O
SimCity NP B-NP O
4 CD I-NP O
in IN B-PP O
2003 CD I-PP O
, , O O
and CC O O
SimCity NP B-NP O
DS NP I-NP O
and CC I-NP O
SimCity NP I-NP O
Societies NP I-NP O
in IN B-PP O
. . O O

Sirenia NN B-NP B-TERM
is VBZ B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
fully RB B-PP B-GENUS
aquatic JJ I-PP I-GENUS
, , O I-GENUS
JJ ADJP O I-GENUS
mammals NNS B-NP B-HYPER
that IN O O
inhabit VV B-VP O
rivers NNS B-NP O
, , O O
estuaries NNS B-NP O
, , O O
coastal JJ B-NP O
marine JJ I-NP O
waters NNS I-NP O
, , O O
swamps NNS B-NP O
, , O O
and CC O O
marine JJ B-NP O
wetlands NNS I-NP O
. . O O

In IN B-PP O
biology NN I-PP O
, , O O
the DT B-NP O
Skeleton NP I-NP B-TERM
or CC I-NP O
skeletal JJ I-NP O
system NN I-NP O
is VBZ B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
framework NN B-NP B-HYPER
that WDT B-NP O
supports VVZ B-VP O
the DT B-NP O
body NN I-NP O
. . O O

In IN I-PP O
zootomy NN I-PP O
and CC I-PP O
dermatology NN I-PP O
, , O O
Skin NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
largest JJS I-NP I-GENUS
organ NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
integumentary JJ I-PP O
system NN I-PP O
made VVD B-VP O
up RP O O
of IN B-PP O
multiple JJ I-PP O
layers NNS I-PP O
of IN I-PP O
epithelial JJ I-PP O
tissues NNS I-PP O
that WDT B-NP O
guard VVP B-VP O
underlying JJ B-NP O
muscles NNS I-NP O
and CC I-NP O
organs NNS I-NP O
. . O O

A DT I-NP O
Skinhead NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
member NN I-NP O
of IN B-PP O
a DT B-PP B-GENUS
subculture NN B-NP B-HYPER
that WDT B-NP O
originated VVP B-VP O
among IN B-PP O
working VVG B-VP O
class NN B-NP O
youths NNS I-NP O
in IN B-PP O
the DT I-PP O
United NP I-PP O
Kingdom NP I-PP O
in IN I-PP O
the DT I-PP O
late JJ I-PP O
1960s NNS I-PP O
, , O O
and CC O O
then RB B-VP O
spread VVN I-VP O
to TO B-PP O
other JJ I-PP O
parts NNS I-PP O
of IN I-PP O
the DT I-PP O
world NN I-PP O
. . O O

In IN I-PP O
Wicca NP I-PP O
and CC I-PP O
Wicca-based NP I-PP O
Neopaganism NP I-PP O
, , O O
Skyclad NP B-NP B-TERM
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
refer VV I-VP O
to TO I-VP O
ritual NN B-NP B-HYPER
nudity NN I-NP I-HYPER
. . O O

In IN B-PP O
Norse JJ I-PP O
mythology NN I-PP O
, , O O
Skírnir NP B-NP B-TERM
is VBZ B-VP O
Freyr NP B-NP B-GENUS
's POS I-NP I-GENUS
messenger NN B-NP B-HYPER
and CC O O
vassal NN B-NP B-HYPER
. . O O

In IN B-PP O
Norse JJ I-PP O
mythology NN I-PP O
, , O O
Skíðblaðnir NP B-NP B-TERM
( ( O O
the DT B-NP O
name NN I-NP O
can MD B-VP O
be VB I-VP O
anglicized VVN I-VP O
as IN B-PP O
Skídbladnir NP I-PP O
, , I-PP O
Skídhbladhnir NP I-PP O
or CC I-PP O
Skíthblathnir NP I-PP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
ship NN B-NP B-HYPER
of IN B-PP O
Freyr NP I-PP O
. . O O

Slayers NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
Dungeons NP I-NP I-GENUS
and CC O I-GENUS
Dragons-style NP B-NP I-GENUS
parody NN B-NP B-HYPER
that WDT B-NP O
follows VVZ B-VP O
the DT B-NP O
adventures NNS I-NP O
of IN B-PP O
the DT I-PP O
young JJ I-PP O
sorceress NN I-PP O
Lina NP I-PP O
Inverse NP I-PP O
and CC O O
her PP$ B-NP O
companions NNS I-NP O
as IN B-PP O
they PP I-PP O
journey NN B-NP O
through IN B-PP O
their PP$ I-PP O
world NN I-PP O
. . O O

In IN I-PP O
Norse JJ I-PP O
mythology NN I-PP O
, , O O
Sleipnir NP B-NP B-TERM
is VBZ B-VP O
Odin NP B-NP B-GENUS
's POS I-NP I-GENUS
magical JJ I-NP I-GENUS
eight-legged NN I-NP I-GENUS
steed NN B-NP B-HYPER
, , O O
and CC O O
the DT B-NP O
greatest JJS I-NP O
of IN B-PP O
all DT I-PP O
horses NNS I-PP O
. . O O

A DT B-NP O
Sling NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
projectile NN I-NP I-GENUS
weapon NN B-NP B-HYPER
typically RB B-VP O
used VVN I-VP O
to TO I-VP O
throw VV I-VP O
a DT B-NP O
blunt JJ I-NP O
projectile NN I-NP O
JJ ADJP O O
as IN B-PP O
a DT I-PP O
stone NN I-PP O
. . O O

The DT B-NP O
Sloughi NP I-NP B-TERM
( ( I-NP O
/ˈsluːɡi/ NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
breed NN B-NP B-HYPER
of IN B-PP O
dog NN B-NP O
, , O O
RB ADVP O O
a DT B-NP O
member NN I-NP O
of IN B-PP O
the DT I-PP O
sighthound NN I-PP O
family NN I-PP O
. . O O

Smack NN B-NP B-TERM
may MD B-VP O
refer VV I-VP O
to TO I-VP O
Simplified NP B-NP B-GENUS
Mandatory NP B-NP B-HYPER
Access NP I-NP I-HYPER
Control NP I-NP I-HYPER
Kernel NP I-NP I-HYPER
, , O O
a DT B-NP O
Linux NP I-NP O
kernel NN I-NP O
security NN I-NP O
module NN I-NP O
. . O O

The DT I-NP O
unqualified JJ I-NP O
word NN I-NP O
Smalltalk NN I-NP B-TERM
is VBZ B-VP O
often RB I-VP O
used VVN I-VP O
to TO I-VP O
indicate VV I-VP O
the DT B-NP B-GENUS
Smalltalk-80 JJ B-NP B-HYPER
language NN I-NP I-HYPER
, , O O
the DT B-NP O
first JJ I-NP O
version NN I-NP O
to TO B-VP O
be VB I-VP O
made VVN I-VP O
RB ADJP O O
JJ ADJP O O
and CC O O
created VVN B-VP O
in IN B-PP O
. . O O

Smelting NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
form NN I-NP O
of IN B-PP O
extractive JJ B-NP B-HYPER
metallurgy NN I-NP I-HYPER
. . O O

The DT B-NP O
Smiley NP I-NP B-TERM
, , I-NP O
smiley NN I-NP O
face NN I-NP O
, , O O
or CC O O
happy JJ B-NP O
face NN I-NP O
, , O O
is VBZ B-VP O
a DT B-NP B-GENUS
stylized VVN I-NP I-GENUS
representation NN B-NP B-HYPER
of IN B-PP O
a DT I-PP O
smiling VVG I-PP O
human JJ I-PP O
face NN I-PP O
, , O O
commonly RB B-VP O
represented VVN I-VP O
as IN B-PP O
a DT I-PP O
yellow JJ I-PP O
circle NN I-PP O
with IN I-PP O
two CD I-PP O
dots NNS I-PP O
representing VVG B-VP O
eyes NNS B-NP O
and CC O O
a DT B-NP O
half NN I-NP O
circle NN I-NP O
representing VVG B-VP O
the DT B-NP O
mouth NN I-NP O
. . O O

A DT I-NP O
Snake NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
elongate VV B-VP I-GENUS
reptile NN B-NP B-HYPER
of IN B-PP O
the DT I-PP O
suborder NN I-PP O
Serpentes NP B-NP O
. . O O

A DT I-NP O
Snare NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
kind NN I-NP O
of IN B-PP O
trap NN B-NP B-HYPER
used VVN B-VP O
for IN B-PP O
capturing VVG I-PP O
animals NNS I-PP O
. . O O

A DT B-NP O
Sniper NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
infantry NN I-NP I-GENUS
combatant NN B-NP B-HYPER
or CC B-NP O
serviceman NN B-NP B-HYPER
( ( B-NP O
e. JJ I-NP O
g. JJ I-NP O
police NN I-NP O
officer NN I-NP O
) ) O O
who WP B-NP O
specializes VVZ B-VP O
in IN B-PP O
shooting VVG B-VP O
from IN B-PP O
a DT I-PP O
concealed VVN I-PP O
position NN I-PP O
over IN I-PP O
longer JJR I-PP O
ranges NNS I-PP O
than IN I-PP O
regular JJ I-PP O
infantry NN I-PP O
, , O O
RB ADVP O O
with IN B-PP O
a DT I-PP O
specially RB B-VP O
designed VVN I-VP O
or CC I-VP O
adapted VVN I-VP O
sniper NN B-NP O
rifle NN I-NP O
. . O O

A DT I-NP O
Snowboard NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
thin JJ I-NP I-GENUS
, , I-NP I-GENUS
hourglass NN I-NP I-GENUS
shaped VVN B-VP I-GENUS
board NN B-NP B-HYPER
ridden VVN B-VP I-HYPER
RB ADJP O I-HYPER
a DT B-NP O
sloped VVN I-NP O
section NN I-NP O
of IN B-PP O
earth NN I-PP O
covered VVN B-VP O
in IN B-PP O
snow NN I-PP O
. . O O

The DT B-NP O
Solanaceae NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
family NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
, , O O
many JJ B-NP O
of IN B-PP O
which WDT I-PP O
are VBP B-VP O
JJ ADJP O O
, , O O
while IN O O
others NNS B-NP O
are VBP B-VP O
JJ ADJP O O
( ( O O
RB CONJP O O
have VH B-VP O
both DT B-NP O
edible JJ I-NP O
and CC I-NP O
toxic JJ I-NP O
parts NNS I-NP O
) ) O O
. . O O

The DT B-NP O
Solanales NP I-NP B-TERM
are VBP B-VP O
an DT B-NP O
order NN I-NP O
of IN B-PP O
flowering VVG B-VP B-GENUS
plants NNS B-NP B-HYPER
, , O O
included VVN B-VP O
in IN B-PP O
the DT I-PP O
asterid JJ I-PP O
group NN I-PP O
of IN I-PP O
dicotyledons NNS I-PP O
. . O O

A DT B-NP O
Solder NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
metal NN B-NP B-HYPER
alloy NN I-NP I-HYPER
with IN B-PP O
a DT I-PP O
melting NN I-PP O
point NN I-PP O
or CC I-PP O
melting NN I-PP O
range NN I-PP O
of IN I-PP O
90 CD I-PP O
to TO I-PP O
450 CD I-PP O
°C NN I-PP O
( ( O O
200 CD B-NP O
to TO B-PP O
840 CD I-PP O
°F NN I-PP O
) ) O O
, , O O
used VVN B-VP O
in IN B-PP O
a DT I-PP O
process NN I-PP O
called VVD B-VP O
soldering VVG I-VP O
WRB ADVP O O
it PP B-NP O
is VBZ B-VP O
melted VVN I-VP O
to TO I-VP O
join VV I-VP O
JJ ADJP O O
surfaces VVZ B-VP O
. . O O

The DT B-NP O
term NN I-NP O
Sonar NN I-NP B-TERM
is VBZ B-VP O
also RB I-VP O
used VVN I-VP O
for IN B-PP O
the NP B-PP B-GENUS
equipment NN B-NP B-HYPER
used VVN B-VP O
to TO I-VP O
generate VV I-VP O
and CC I-VP O
receive VV I-VP O
the DT B-NP O
sound NN I-NP O
. . O O

Sordariomycetidae NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
subclass NN I-NP O
of IN B-PP O
sac NN B-PP B-HYPER
fungi NNS I-PP I-HYPER
. . O O

The DT B-NP O
Soul NP I-NP B-TERM
, , O O
according VVG B-VP O
to TO B-PP O
many JJ I-PP O
religious JJ I-PP O
and CC I-PP O
philosophical JJ I-PP O
traditions NNS I-PP O
, , O O
is VBZ B-VP O
the DT B-NP B-GENUS
self-aware NN I-NP I-GENUS
essence NN B-NP B-HYPER
, , O O
or CC O O
consciousness NN B-NP B-HYPER
, , O O
unique JJ B-NP O
to TO B-PP O
a DT I-PP O
particular JJ I-PP O
living NN I-PP O
being VBG B-VP O
. . O O

In IN B-PP O
this DT I-PP O
context NN I-PP O
, , O O
Spam NP B-NP B-TERM
is VBZ B-VP O
sometimes RB I-VP O
perceived VVN I-VP O
as IN B-PP O
a DT I-PP O
backronym NN I-PP O
for IN I-PP O
stupid JJ B-PP B-GENUS
, , I-PP I-GENUS
pointless JJ I-PP I-GENUS
, , O I-GENUS
annoying VVG B-VP I-GENUS
message NN B-NP B-HYPER
( ( B-NP O
RB ADVP O O
the DT B-NP O
A NP I-NP O
is VBZ B-VP O
thought VVN I-VP O
to TO I-VP O
stand VV I-VP O
for IN B-PP O
JJ ADJP O O
) ) O O
. . O O

A DT B-NP O
Spandrel NP I-NP B-TERM
( ( O O
less CC O O
RB ADVP O O
spandril NN B-NP O
or CC I-NP O
splaundrel NN I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
space NN B-NP B-HYPER
between IN B-PP O
two CD I-PP O
arches VVZ B-VP O
or CC I-VP O
RB ADJP O O
an DT B-NP O
arch NN I-NP O
and CC O O
a DT B-NP O
rectangular JJ I-NP O
enclosure NN I-NP O
. . O O

A DT B-NP O
Spear NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
pole NN I-NP I-GENUS
weapon NN B-NP B-HYPER
used VVN B-VP O
for IN B-PP O
hunting NN I-PP O
and CC I-PP O
war NN I-PP O
, , O O
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
shaft NN I-PP O
, , O O
RB ADVP O O
of IN B-PP O
