-DOCSTART- -X- -X- O
collections NNS B-NP I-DEF
as IN O I-DEF
well RB O I-DEF
as IN B-PP I-DEF
singletons NNS B-NP I-DEF
. . O O

A DT B-NP O
PROPER__NOUN NNP I-NP B-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
a DT B-NP B-DEF
noun NN I-NP I-DEF
phrase NN I-NP I-DEF
in IN B-PP I-DEF
which WDT B-NP I-DEF
all DT I-NP I-DEF
words NNS I-NP I-DEF
are VBP B-VP I-DEF
capitalized VBN I-VP I-DEF
. . O O

In IN B-PP O
EWN NNP B-NP O
, , O O
each DT B-NP O
monolingual JJ I-NP O
database NN I-NP O
is VBZ B-VP O
linked VBN I-VP O
, , O O
via IN B-PP O
CrossLanguage NNP B-NP O
equivalence NN I-NP O
relations NNS I-NP O
, , O O
to TO B-PP O
the DT B-NP O
InterLingual NNP I-NP B-TERM
Index NNP I-NP I-TERM
( NNP I-NP I-TERM
ILI NNP I-NP I-TERM
) NNP O I-TERM
which WDT B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
superset NN I-NP I-DEF
of IN B-PP I-DEF
all DT B-NP I-DEF
concepts NNS I-NP I-DEF
occurring VBG B-VP I-DEF
in IN B-PP I-DEF
all DT B-NP I-DEF
languages NNS I-NP I-DEF
. . O O
. . O O

the DT B-NP O
lexicon NN I-NP O
: : O O
F~ JJ B-NP O
( NN I-NP O
e NN I-NP O
i PRP I-NP O
) VBP I-NP O
= : O O
F NNP B-NP O
: : O O
rr°r JJ B-NP O
( NN I-NP O
e NN I-NP O
i PRP I-NP O
) VBP B-VP O
o+Ao -NONE- O O
Here RB O O
, , O O
F NNP B-NP B-TERM
( NNP I-NP I-TERM
el NN I-NP I-TERM
) : I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
chunking NN I-NP I-DEF
error NN I-NP I-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
lexical JJ I-NP I-DEF
entry NN I-NP I-DEF
e NN I-NP I-DEF
i PRP I-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
old JJ I-NP I-DEF
lexicon NN I-NP I-DEF
r~ NN I-NP I-DEF
Error NNP I-NP I-DEF
/ NNP I-NP I-DEF
x NN I-NP I-DEF
and CC I-NP O
r~ NNP I-NP B-TERM
, , O I-TERM
+~ NNP B-NP I-TERM
te NN I-NP I-TERM
i PRP I-NP I-TERM
) VBP I-NP I-TERM
is VBZ B-VP O
the DT O B-DEF
chunking NN O I-DEF
error NN O I-DEF
number NN O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
lexical JJ O I-DEF
entry NN O I-DEF
e NN O I-DEF
i PRP O I-DEF
for IN B-PP I-DEF
the DT O I-DEF
new JJ O I-DEF
lexicon NN O I-DEF
+ : O I-DEF
AO NNP O I-DEF
where WRB B-VP O
e~ JJ O B-TERM
A~ JJ O I-TERM
is VBZ B-VP O
the DT O B-DEF
list NN O I-DEF
of IN B-PP I-DEF
new JJ O I-DEF
lexical JJ O I-DEF
entries NNS O I-DEF
added VBD B-VP I-DEF
to TO B-PP I-DEF
the DT O I-DEF
old JJ O I-DEF
lexicon NN O I-DEF
~ : O O
) : O O
. . O O

To TO B-VP O
avoid VBD I-VP O
the DT B-NP O
burden NN I-NP O
of IN B-PP O
reading NN B-VP O
such JJ B-NP O
long JJ I-NP O
and CC I-NP O
complex JJ I-NP O
sentences NNS I-NP O
, , O O
we PRP B-NP O
have VBP B-VP O
developed VBN I-VP O
the DT B-NP O
phrase-representation NN I-NP B-TERM
summarization NN I-NP I-TERM
method NN I-NP I-TERM
, , O O
which WDT B-NP O
represents VBZ B-VP B-DEF
the DT B-NP I-DEF
outline NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
document NN I-NP I-DEF
by IN B-PP I-DEF
a DT B-NP I-DEF
series NN I-NP I-DEF
of IN B-PP I-DEF
short JJ B-NP I-DEF
and CC I-NP I-DEF
simple JJ I-NP I-DEF
expressions NNS I-NP I-DEF
( : O I-DEF
`` `` O I-DEF
phrases NNS O I-DEF
'' '' O I-DEF
) : O I-DEF
that IN O I-DEF
contain NN B-VP I-DEF
key NN O I-DEF
concepts NNS O I-DEF
. . O O

The DT B-NP O
Maximum NNP I-NP B-TERM
Entropy NNP I-NP I-TERM
principle NN I-NP I-TERM
( : I-NP I-TERM
ME PRP I-NP I-TERM
) VBP I-NP I-TERM
is VBZ B-VP O
an DT B-NP B-DEF
appropriate JJ I-NP I-DEF
framework NN I-NP I-DEF
for IN B-PP I-DEF
combining NN B-VP I-DEF
information NN B-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
diverse JJ I-NP I-DEF
nature NN I-NP I-DEF
from IN B-PP I-DEF
several JJ B-NP I-DEF
sources NNS I-NP I-DEF
into IN B-PP I-DEF
the DT B-NP I-DEF
same JJ I-NP I-DEF
language NN I-NP I-DEF
model NN I-NP I-DEF
. . O O

Statistical JJ B-NP B-TERM
dependency NN I-NP I-TERM
structure NN I-NP I-TERM
analysis NN I-NP I-TERM
is VBZ B-VP O
defined VBN I-VP O
as RB B-PP O
a DT B-NP B-DEF
searching NN I-NP I-DEF
problem NN I-NP I-DEF
for IN B-PP I-DEF
the DT B-NP I-DEF
dependency NN I-NP I-DEF
pattern NN I-NP I-DEF
D NNP I-NP I-DEF
that IN I-NP I-DEF
maximizes VBZ B-VP I-DEF
the DT B-NP I-DEF
conditional JJ I-NP I-DEF
probability NN I-NP I-DEF
P NNP I-NP I-DEF
( NNP I-NP I-DEF
DIB NNP I-NP I-DEF
) NNP I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
in20 NNP I-NP I-DEF
put VBD B-VP I-DEF
sequence NN B-NP I-DEF
under IN B-PP I-DEF
the DT B-NP I-DEF
above-mentioned JJ I-NP I-DEF
constraints NNS I-NP I-DEF
. . O O

3.1 CD B-NP O
Levels NNS I-NP O
of IN B-PP O
Representation NNP B-NP O
The NNP I-NP O
real JJ I-NP O
PSA NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
miniature NN I-NP I-DEF
robot NN I-NP I-DEF
currently RB B-VP I-DEF
being VBG I-VP I-DEF
developed VBN I-VP I-DEF
at IN B-PP I-DEF
NASA NNP B-NP I-DEF
Ames NNP I-NP I-DEF
Research NNP I-NP I-DEF
Center NNP I-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
is VBZ B-VP I-DEF
intended VBN I-VP I-DEF
for IN B-PP I-DEF
deployment NN B-NP I-DEF
on IN B-PP I-DEF
the DT B-NP I-DEF
Space NNP I-NP I-DEF
Shuttle NNP I-NP I-DEF
andr NN I-NP O
International NNP I-NP O
Space NNP I-NP O
Station NNP I-NP O
. . O O

The DT B-NP O
keyword NN I-NP O
SEQ NNP I-NP B-TERM
specifies NNS B-VP B-DEF
that WDT B-PP I-DEF
what WP B-NP I-DEF
follows VBZ B-VP I-DEF
it PRP B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
list NN I-NP I-DEF
of IN B-PP I-DEF
words NNS B-NP I-DEF
in IN B-PP I-DEF
their PRP$ B-NP I-DEF
correct NN I-NP I-DEF
linear NN I-NP I-DEF
order NN I-NP I-DEF
. . O O

Section NN B-NP O
3 CD I-NP O
then RB O O
defines VBZ B-VP O
a DT B-NP O
notion NN I-NP O
of.structural JJ I-NP B-TERM
compatibility NN I-NP I-TERM
that WDT I-NP O
: : O O
is VBZ B-VP O
weaker JJR O B-DEF
than IN B-PP I-DEF
isomorphism NN B-NP I-DEF
; : O I-DEF
section NN B-NP O
4 CD I-NP O
shows NNS I-NP O
that WDT O O
we PRP B-NP O
can MD B-VP O
find VB I-VP O
plausible JJ B-NP O
counterexamples NNS I-NP O
even RB O O
to TO B-PP O
this DT B-NP O
weaker NN I-NP O
formulation NN I-NP O
, , O O
and CC O O
discusses NNS B-NP O
why WRB O O
these DT O O
passages NNS O O
occur VBP B-VP O
. . O O

The DT B-NP O
TF NNP I-NP B-TERM
column NN I-NP I-TERM
indicates VBZ B-VP B-DEF
the DT B-NP I-DEF
average JJ I-NP I-DEF
term NN I-NP I-DEF
frequency NN I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
given VBN I-NP I-DEF
term NN I-NP I-DEF
within IN B-PP I-DEF
the DT B-NP I-DEF
cluster NN I-NP I-DEF
. . O O

Reading VBG B-VP B-TERM
comprehension NN B-NP I-TERM
tests NNS I-NP I-TERM
are VBP B-VP O
specifically RB I-VP B-DEF
designed VBN I-VP I-DEF
to TO I-VP I-DEF
evaluate VB I-VP I-DEF
human JJ B-NP I-DEF
reading NN I-NP I-DEF
skills NNS I-NP I-DEF
, , O O
and CC O O
these DT B-NP O
require NN B-VP O
vast NN B-NP O
amounts NNS I-NP O
of IN B-PP O
world NN B-NP O
knowledge NN I-NP O
and CC O O
common-sense JJ B-NP O
reasoning NN I-NP O
capabilities NNS I-NP O
. . O O

ES99 NNP B-NP O
define NN B-VP O
the DT B-NP O
following VBG I-NP O
*I NNP I-NP O
predicates NNS I-NP O
( : B-PP O
Eckert NNP B-NP O
and CC I-NP O
Strube NNP I-NP O
, , O O
1999b CD B-NP O
) : I-NP O
[ CD O O
p. NNP O O
40 CD B-NP O
] CD I-NP O
: : O O
Equating NNP B-NP B-TERM
constructions NNS I-NP I-TERM
where WRB O O
a DT B-NP B-DEF
pronominal JJ I-NP I-DEF
referent NN I-NP I-DEF
is VBZ B-VP I-DEF
equated VBN I-VP I-DEF
with IN B-PP I-DEF
an DT B-NP I-DEF
abstract NN I-NP I-DEF
object NN I-NP I-DEF
, , O O
e.g. NNP B-NP O
, , O O
x NN O O
is VBZ B-VP O
making VBG I-VP O
it PRP O O
easy JJ O O
, , O O
x NN O O
is VBZ B-VP O
a DT O O
suggestion NN O O
. . O O

fl NN B-NP O
, , O O
f2 NNP B-NP O
, , O O
and CC O O
f3 NNP B-NP O
represent NN B-VP O
the DT B-NP O
three CD I-NP O
features NNS I-NP O
, , O O
c NN B-NP B-TERM
represents VBZ B-VP O
the DT B-NP B-DEF
class NN I-NP I-DEF
label NN I-NP I-DEF
. . O O

The DT B-NP O
SIFAS NNP I-NP B-TERM
( NNP I-NP O
Syntactic NNP I-NP B-DEF
Marker NNP I-NP I-DEF
based VBD B-VP I-DEF
Full-Text JJ B-NP I-DEF
Abstraction NN I-NP I-DEF
System NN I-NP I-DEF
) : I-NP O
system NN I-NP O
has VBZ B-VP O
been VBN I-VP O
implemented VBN I-VP O
to TO I-VP O
use VB I-VP O
discourse NN B-NP O
markers NNS I-NP O
in IN B-PP O
the DT B-NP O
automatic JJ I-NP O
summarization NN I-NP O
of IN B-PP O
Chinese JJ B-NP O
( NN I-NP O
T'sou -NONE- I-NP O
et NN I-NP O
al NN I-NP O
. . O O

The DT B-NP O
Partial NNP I-NP B-TERM
Parser NNP I-NP I-TERM
Module NNP I-NP I-TERM
then RB O O
takes VBZ B-VP B-DEF
this DT B-NP I-DEF
updated VBN I-NP I-DEF
text NN I-NP I-DEF
and CC O I-DEF
breaks VBZ B-VP I-DEF
it PRP B-NP I-DEF
into IN B-PP I-DEF
phrases NNS B-NP I-DEF
while IN O I-DEF
attempting VBG B-VP I-DEF
to TO I-VP I-DEF
lexically RB I-VP I-DEF
disambiguate VB I-VP I-DEF
the DT B-NP I-DEF
text NN I-NP I-DEF
. . O O

If IN O O
the DT B-NP O
first JJ I-NP O
NP NNP I-NP B-TERM
( NNP I-NP O
noun-phrase NNP I-NP B-DEF
) NNP I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
sentence NN I-NP I-DEF
following VBG B-PP I-DEF
the DT B-NP I-DEF
match NN I-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
pronoun NN I-NP I-DEF
, , O I-DEF
choose NN B-VP I-DEF
that IN B-PP I-DEF
sentence NN B-NP I-DEF
: : O I-DEF
Q NNP B-NP I-DEF
: : O I-DEF
Why WRB O I-DEF
did VBD B-VP I-DEF
Chris NNP B-NP I-DEF
write NN B-VP I-DEF
two CD B-NP I-DEF
books NNS I-NP I-DEF
of IN B-PP I-DEF
his PRP$ B-NP I-DEF
own JJ I-NP I-DEF
? . O I-DEF

`` `` O O
In IN B-PP O
our PRP$ B-NP O
approach NN I-NP O
we PRP I-NP O
derive VBP B-VP O
the DT B-NP O
information NN I-NP O
necessary JJ O O
for IN B-PP O
the DT B-NP O
use NN I-NP O
of IN B-PP O
LP-rules NNS B-NP O
from IN B-PP O
a DT B-NP O
discourse NN I-NP B-TERM
model NN I-NP I-TERM
that WDT B-PP O
relates VBZ B-NP B-DEF
various JJ I-NP I-DEF
aspects NNS I-NP I-DEF
of IN B-PP I-DEF
a DT B-NP I-DEF
discourse NN I-NP I-DEF
to TO B-PP I-DEF
one CD O I-DEF
another DT O I-DEF
. . O O

An DT B-NP O
XML NNP I-NP B-TERM
document NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
mixture NN I-NP I-DEF
of IN B-PP I-DEF
structure NN B-NP I-DEF
( : I-NP I-DEF
the DT I-NP I-DEF
tags NNS I-NP I-DEF
) : I-NP I-DEF
and CC I-NP I-DEF
surface NN I-NP I-DEF
( : I-NP I-DEF
text NN I-NP I-DEF
between IN B-PP I-DEF
the DT B-NP I-DEF
tags NNS I-NP I-DEF
) : I-NP I-DEF
. . O O

As IN O O
explained VBN B-VP O
in IN B-PP O
Section NNP B-NP O
2.1 CD I-NP O
. . O O
, , O O
an DT B-NP O
agent NN I-NP O
' '' B-VP O
s NNS B-NP O
utility NN I-NP B-TERM
function NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
weighted VBN I-NP I-DEF
sum NN I-NP I-DEF
of IN B-PP I-DEF
individual JJ B-NP I-DEF
utility NN I-NP I-DEF
functions NNS I-NP I-DEF
, , O I-DEF
which WDT B-NP I-DEF
represent NN B-VP I-DEF
the DT B-NP I-DEF
preference NN I-NP I-DEF
assume NN B-VP I-DEF
that WDT O I-DEF
weights VBZ B-NP I-DEF
Wi NNP I-NP I-DEF
and CC I-NP I-DEF
Wj NNP I-NP I-DEF
are VBP B-VP I-DEF
set VBN I-VP I-DEF
, , O I-DEF
respectively RB O I-DEF
, , O I-DEF
to TO B-PP I-DEF
20 CD O I-DEF
and CC O I-DEF
10 CD O I-DEF
. . O O

In IN B-PP O
this DT B-NP O
paper NN I-NP O
, , O O
we PRP B-NP O
propose VBP B-VP O
the DT B-NP B-DEF
application NN I-NP I-DEF
of IN B-PP I-DEF
another DT B-NP I-DEF
sampling NN I-NP I-DEF
technique NN I-NP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
parameter NN I-NP I-DEF
estimation NN I-NP I-DEF
process NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
WSME NNP I-NP I-DEF
model NN I-NP I-DEF
which WDT I-NP O
was VBD B-VP O
introduced VBN I-VP O
by IN B-PP O
Propp NNP B-NP O
and CC I-NP O
Wilson NNP I-NP O
( NNP I-NP O
Propp NNP I-NP O
and CC I-NP O
Wilson NNP I-NP O
, , O O
1996 CD B-NP O
) : I-NP O
: : O O
the DT O O
Perfect NNP O B-TERM
Sampling NNP O I-TERM
( NNP O O
PS NNP O B-TERM
) NNP O O
. . O O

Therefore NNP O O
, , O O
MRAR NNP B-NP B-TERM
for IN B-PP I-TERM
a DT B-NP I-TERM
reading NN I-NP I-TERM
comprehension NN I-NP I-TERM
test NN I-NP I-TERM
is VBZ B-VP O
the DT B-NP B-DEF
sum NN I-NP I-DEF
of IN B-PP I-DEF
the DT B-NP I-DEF
scores NNS I-NP I-DEF
for IN B-PP I-DEF
answers NNS B-NP I-DEF
corresponding VBG O I-DEF
to TO B-PP I-DEF
each DT B-NP I-DEF
question NN I-NP I-DEF
for IN B-PP I-DEF
that DT B-NP I-DEF
test NN I-NP I-DEF
. . O O

Corpus NNP B-NP B-TERM
: : O O
A DT B-NP B-DEF
corpus NN I-NP I-DEF
is VBZ B-VP I-DEF
an DT B-NP I-DEF
ordered VBN I-NP I-DEF
set NN I-NP I-DEF
of IN B-PP I-DEF
strings NNS B-NP I-DEF
. . O O

MIMIC NNP B-NP B-TERM
`` `` O O
provides VBZ B-VP B-DEF
movie NN B-NP I-DEF
listing NN I-NP I-DEF
information NN I-NP I-DEF
involving VBG B-VP I-DEF
knowledge NN B-NP I-DEF
about IN B-PP I-DEF
towns NNS B-NP I-DEF
, , O I-DEF
theaters NNS B-NP I-DEF
, , O I-DEF
movies NNS B-NP I-DEF
and CC I-NP I-DEF
showtimes NNS I-NP I-DEF
, , O O
as IN O O
demonstrated VBN B-VP O
in IN B-PP O
Figure NNP B-NP O
1 CD I-NP O
. . O O

In IN B-PP O
linguistics NNS B-NP O
, , O O
telicity NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
phase NN I-NP I-DEF
feature NN I-NP I-DEF
used VBD B-VP I-DEF
in IN B-PP I-DEF
classifying NN B-NP I-DEF
. . O O

The DT B-NP O
top JJ I-NP B-TERM
object NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
move NN I-NP I-DEF
with IN B-PP I-DEF
two CD B-NP I-DEF
roles NNS I-NP I-DEF
: : O I-DEF
A DT B-NP I-DEF
source NN I-NP I-DEF
location NN I-NP I-DEF
( : O I-DEF
which WDT B-NP I-DEF
is VBZ B-VP I-DEF
a DT B-NP I-DEF
city NN I-NP I-DEF
Hanover NNP I-NP I-DEF
) NNP I-NP I-DEF
, , O I-DEF
and CC O I-DEF
a DT B-NP I-DEF
departure NN I-NP I-DEF
time NN I-NP I-DEF
( : O I-DEF
which WDT B-NP I-DEF
is VBZ B-VP I-DEF
a DT O I-DEF
date NN O I-DEF
day NN O I-DEF
1 CD O I-DEF
) CD O I-DEF
. . O O

The DT B-NP O
theoretical JJ I-NP B-TERM
generality NN I-NP I-TERM
of IN B-PP O
a DT B-NP O
generalized JJ I-NP O
clause NN I-NP O
is VBZ B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
not RB B-NP I-DEF
generalized VBN I-NP I-DEF
clauses NNS I-NP I-DEF
( : I-NP I-DEF
E NNP I-NP I-DEF
+ : I-NP I-DEF
) : I-NP I-DEF
that IN B-PP I-DEF
this DT B-NP I-DEF
clause NN I-NP I-DEF
can MD B-VP I-DEF
cover VB I-VP I-DEF
. . O O

The DT B-NP O
definition NN I-NP O
of IN B-PP O
aggregation NN B-NP B-TERM
that IN O O
we PRP B-NP O
gave VBP B-VP O
at IN B-PP O
the DT B-NP O
beginning NN I-NP O
of IN B-PP O
previous JJ B-NP O
section NN I-NP O
is VBZ B-VP O
similar JJ O B-DEF
to TO B-PP I-DEF
those DT B-NP I-DEF
provided VBN B-VP I-DEF
by IN B-PP I-DEF
Dalianis NNP B-NP I-DEF
and CC I-NP I-DEF
Huang NNP I-NP I-DEF
, , O I-DEF
although IN O I-DEF
it PRP B-NP I-DEF
focuses VBZ B-VP I-DEF
on IN B-PP I-DEF
common JJ B-NP I-DEF
feature NN I-NP I-DEF
factorization NN I-NP I-DEF
to TO B-VP I-DEF
insure VB I-VP I-DEF
aggregation NN O I-DEF
remains VBZ B-VP I-DEF
a DT O I-DEF
proper NN O I-DEF
subset NN O I-DEF
of IN B-PP I-DEF
sentence NN O I-DEF
planning VBG O I-DEF
. . O O

REINTERPRET_data.structures NNS B-NP B-TERM
like IN B-PP O
( NN B-NP O
5 CD I-NP O
) CD I-NP O
as IN B-PP O
compatible JJ O B-DEF
with IN B-PP I-DEF
descriptions NNS B-NP I-DEF
of IN B-PP I-DEF
collections NNS B-NP I-DEF
as IN O I-DEF
well RB O I-DEF
as IN B-PP I-DEF
singletons NNS B-NP I-DEF
. . O O

In IN B-PP O
the DT B-NP O
first JJ I-NP O
case NN I-NP O
the DT I-NP O
representation NN I-NP O
theory NN I-NP O
is VBZ B-VP O
first JJ B-NP O
order NN I-NP O
logic NN I-NP O
without IN B-PP O
structural JJ B-NP O
rules NNS I-NP O
, , O O
the DT B-NP O
formal JJ I-NP O
learning NN I-NP O
theory NN I-NP O
from IN B-PP O
a DT B-NP O
logical JJ I-NP O
point NN I-NP O
of IN B-PP O
view NN B-NP O
is VBZ B-VP O
inductive JJ B-NP O
substructural JJ I-NP O
logic NN I-NP O
programming NN I-NP O
and CC O O
an DT B-NP O
example NN I-NP O
of IN B-PP O
a DT O O
learning NN O O
strategy NN O O
in IN B-PP O
this DT O O
framework NN O O
is VBZ B-VP O
EMILE NNP O B-TERM
, , O O
a DT O B-DEF
learning NN O I-DEF
algorithm NN O I-DEF
that WDT O I-DEF
learns VBZ B-VP I-DEF
categorial JJ O I-DEF
grammars NNS O I-DEF
( : O O
Adriaans NNS O O
, , O O
1992 CD O O
) : O O
. . O O

We PRP B-NP O
assert VBP B-VP O
that IN B-PP O
these DT B-NP O
N-V JJ I-NP O
links NNS I-NP O
are VBP B-VP O
especially RB O O
relevant JJ O O
for IN B-PP O
index NN B-NP O
expansion NN I-NP O
in IN B-PP O
IR NNP B-NP O
systems NNS I-NP O
( : I-NP O
Fabre NNP I-NP O
and CC I-NP O
S~billot JJ I-NP O
, , O O
1999 CD B-NP O
) : I-NP O
, , O O
and CC O O
what WP B-NP O
we PRP I-NP O
call VBP B-VP O
a DT B-NP O
relevant JJ I-NP B-TERM
N-V NN I-NP I-TERM
pair NN I-NP I-TERM
afterwards NNS O O
in IN B-PP O
the DT B-NP O
paper NN I-NP O
is VBZ B-VP O
a DT O B-DEF
pair NN O I-DEF
composed VBN B-VP I-DEF
of IN B-PP I-DEF
a DT O I-DEF
N NNP O I-DEF
and CC O I-DEF
a DT O I-DEF
V NNP O I-DEF
which WDT O I-DEF
are VBP B-VP I-DEF
related VBN I-VP I-DEF
by IN B-PP I-DEF
one CD O I-DEF
of IN B-PP I-DEF
the DT O I-DEF
four CD O I-DEF
semantic JJ O I-DEF
relations NNS O I-DEF
defined VBN B-VP I-DEF
in IN B-PP I-DEF
the DT O I-DEF
qualia NN O I-DEF
structure NN O I-DEF
in IN B-PP I-DEF
GL NNP O I-DEF
./0 -NONE- O I-DEF

Maximum NNP B-NP B-TERM
entropy NN I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
technique NN I-NP I-DEF
for IN B-PP I-DEF
automatically RB B-VP I-DEF
acquiring VBG I-VP I-DEF
knowledge NN B-NP I-DEF
from IN B-PP I-DEF
incomplete JJ B-NP I-DEF
information NN I-NP I-DEF
, , O I-DEF
without IN B-PP I-DEF
making VBG B-VP I-DEF
any DT B-NP I-DEF
unsubstantiated JJ I-NP I-DEF
assumptions NNS I-NP I-DEF
. . O O

The DT B-NP O
Domain NNP I-NP B-TERM
Knowledge NNP I-NP I-TERM
Manager NNP I-NP I-TERM
is VBZ B-VP O
functional JJ B-NP B-DEF
utilising NN I-NP I-DEF
a DT I-NP I-DEF
Spatial NNP I-NP I-DEF
Reasoner NNP I-NP I-DEF
for IN B-PP I-DEF
one CD B-NP I-DEF
sub-area NN I-NP I-DEF
of IN B-PP I-DEF
OstergStland NNP B-NP I-DEF
and CC O I-DEF
a DT B-NP I-DEF
Temporal NNP I-NP I-DEF
Reasoner NNP I-NP I-DEF
. . O O

For IN B-PP O
the DT B-NP O
keywords NNS I-NP O
of IN B-PP O
length NN B-NP O
3 CD I-NP O
,4 -NONE- I-NP O
, , O O
and CC O O
5 CD B-NP O
, , O O
each DT B-NP O
keyword NN I-NP O
is VBZ B-VP O
divided VBN I-VP O
into IN B-PP O
two CD B-NP O
parts NNS I-NP O
X NNP I-NP O
and CC I-NP O
Y. NNP I-NP O
X NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
candidate NN I-NP I-DEF
of IN B-PP I-DEF
proper NN B-NP I-DEF
name NN I-NP I-DEF
and CC O O
17 CD B-NP O
Y NNP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-DEF
candidate NN I-NP I-DEF
of IN B-PP I-DEF
organization NN O I-DEF
type NN O I-DEF
. . O O

Learning NNP B-VP B-TERM
: : B-NP O
Once NNP I-NP B-DEF
the DT I-NP I-DEF
search NN I-NP I-DEF
ends VBZ B-VP I-DEF
, , O I-DEF
the DT B-NP I-DEF
weight NN I-NP I-DEF
vectors NNS I-NP I-DEF
w~ -NONE- O I-DEF
and CC O I-DEF
w~ NNP B-NP I-DEF
are VBP B-VP I-DEF
updated VBN I-VP I-DEF
accordingly RB O I-DEF
. . O O

4 LS B-NP O
A DT I-NP O
clause NN I-NP B-TERM
could MD B-VP O
be VB I-VP O
defined VBN I-VP O
as IN B-PP O
`` `` O O
a DT B-NP B-DEF
group NN I-NP I-DEF
of IN B-PP I-DEF
words NNS B-NP I-DEF
containing VBG B-VP I-DEF
a DT B-NP I-DEF
verb NN I-NP I-DEF
`` `` I-NP O
. . O O

( NN B-NP O
3 CD I-NP O
) CD I-NP O
[ CD B-PP O
the_DT NNP B-NP O
reawakening_VBG NNP I-NP O
] NNP B-PP O
of_IN NNP B-NP O
[ NNP I-NP O
the_DT NNP I-NP O
abortion-rights_NNS NNP I-NP O
movement_NN NNP O O
] NNP B-NP O
Generalisation NNP I-NP B-TERM
consists VBZ B-VP B-DEF
of IN B-PP I-DEF
accepting VBG B-VP I-DEF
some DT B-NP I-DEF
sequences NNS I-NP I-DEF
of IN B-PP I-DEF
elements NNS B-NP I-DEF
which WDT I-NP I-DEF
do VBP B-VP I-DEF
no DT B-NP I-DEF
correspond NN I-NP I-DEF
to TO B-PP I-DEF
a DT B-NP I-DEF
whole JJ I-NP I-DEF
structure NN I-NP I-DEF
. . O O

Document NNP B-NP O
# # I-NP O
3 CD I-NP O
: : O O
Mike NNP B-NP B-TERM
Smith NNP I-NP I-TERM
is VBZ B-VP O
a DT B-NP B-DEF
programmer NN I-NP I-DEF
for IN B-PP I-DEF
XYZ NNP B-NP I-DEF
Corporation NNP I-NP I-DEF
. . O O

The DT B-NP O
learning NN I-NP O
algorithm NN O O
we PRP B-NP O
use VBP B-VP O
is VBZ I-VP O
a DT B-NP O
variant JJ I-NP O
of IN B-PP O
the DT B-NP O
Insideutside NNP I-NP O
algorithm NN I-NP B-TERM
that WDT I-NP O
induces VBZ B-VP B-DEF
grammars NNS B-NP I-DEF
expressed VBN B-VP I-DEF
in IN B-PP I-DEF
the DT B-NP I-DEF
Probabilistic NNP I-NP I-DEF
Lexicalized NNP I-NP I-DEF
Tree NNP I-NP I-DEF
Insertion NNP I-NP I-DEF
Grammar NNP I-NP I-DEF
representation NN I-NP I-DEF
( : I-NP O
Schabes NNP I-NP O
and CC I-NP O
Waters NNP I-NP O
, , O O
1993 CD B-NP O
; : O O
Hwa NNP B-NP O
, , O O
1998 CD O O
) : O O
. . O O

For IN B-PP O
people NNS B-NP O
who WP I-NP O
answered VBN B-VP O
Not RB O O
Sure NNP O O
or CC O O
Yes NNP O O
, , O O
we PRP B-NP O
looked VBD B-VP O
at IN B-PP O
their PRP$ B-NP O
decisional JJ I-NP B-TERM
balance NN I-NP I-TERM
, , O O
that IN B-NP O
is VBZ B-VP O
the DT B-NP B-DEF
number NN I-NP I-DEF
of IN B-PP I-DEF
likes NNS B-NP I-DEF
and CC I-NP I-DEF
dislikes VBZ I-NP I-DEF
they PRP I-NP I-DEF
had VBD B-VP I-DEF
about IN B-PP I-DEF
smoking VBG B-NP I-DEF
, , O O
and CC O O
placed VBD B-VP O
them PRP O O
into IN B-PP O
Lacks NNP O O
Confidence NNP O O
if IN B-PP O
their PRP$ O O
dislikes NNS O O
clearly RB O O
outnumbered VBD B-VP O
their PRP$ O O
likes NNS O O
, , O O
