-DOCSTART- -X- -X- O
, , O O
that WDT B-NP O
contains VVZ B-VP O
over IN B-PP O
100 CD I-PP O
species NNS I-PP O
. . O O

Roswell NN B-NP B-TERM
refers VVZ B-VP O
to TO B-PP O
places NNS B-PP B-HYPER
in IN B-PP O
the DT I-PP O
United NP I-PP O
States NPS I-PP O
of IN I-PP O
America NP I-PP O
such JJ B-PP O
RB ADJP O O
Georgia NP B-NP O
, , O O
a DT B-NP O
suburb NN I-NP O
of IN B-PP O
Atlanta NP I-PP O
. . O O

A DT B-NP O
Round NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
musical JJ B-NP B-HYPER
composition NN I-NP I-HYPER
in IN B-PP O
which WDT I-PP O
two CD B-NP O
or CC I-NP O
more JJR I-NP O
voices NNS I-NP O
sing VVP B-VP O
RB ADVP O O
the DT B-NP O
same JJ I-NP O
melody NN I-NP O
( ( O O
and CC O O
may MD B-VP O
continue VV I-VP O
repeating VVG I-VP O
it PP B-NP O
indefinitely RB B-VP O
) ) O O
, , O O
but CC O O
with IN B-PP O
each DT I-PP O
voice NN I-PP O
beginning NN I-PP O
at IN I-PP O
different JJ I-PP O
times NNS I-PP O
RB ADVP O O
that IN O O
different JJ B-NP O
parts NNS I-NP O
of IN B-PP O
the DT I-PP O
melody NN I-PP O
coincide VV B-VP O
in IN B-PP O
the DT I-PP O
different JJ I-PP O
voices NNS I-PP O
, , O O
but CC O O
RB ADVP O O
fit VV B-VP O
RB ADVP O O
RB ADVP O O
. . O O

A DT B-NP O
Router NP I-NP B-TERM
( ( O O
/'rautər/ NN B-NP O
in IN B-PP O
the DT I-PP O
USA NP I-PP O
and CC I-PP O
Australia NP I-PP O
, , O O
and CC O O
'ru NN B-NP O
: : O O
tÃƒâ‰ˆÃ‚Ë™r NN B-NP O
in IN B-PP O
the DT I-PP O
UK NP I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
computer NN B-NP B-HYPER
whose WP$ B-NP O
software NN I-NP O
and CC I-NP O
hardware NN I-NP O
are VBP B-VP O
usually RB I-VP O
tailored VVN I-VP O
to TO B-PP O
the DT I-PP O
tasks NNS I-PP O
of IN I-PP O
routing NN I-PP O
and CC I-PP O
forwarding NN I-PP O
information NN I-PP O
. . O O

RP NP B-NP O
or CC O O
Rp NP B-NP B-TERM
refers VVZ B-VP O
to TO I-VP O
Received NP B-NP B-HYPER
Pronunciation NP I-NP I-HYPER
or CC B-NP O
Relief NP B-NP B-HYPER
pitcher NN I-NP I-HYPER
. . O O

RuneQuest NN B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
original NN I-NP I-GENUS
percentile NN I-NP I-GENUS
die-based NN I-NP I-GENUS
and CC B-VP I-GENUS
skill-based NNS B-NP I-GENUS
rule NN B-NP B-HYPER
set NN I-NP I-HYPER
. . O O

Ruth NN B-NP B-TERM
( ( O O
Hebrew NP B-NP O
: : O O
ת‎Ruth JJ B-NP O
rut NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
common JJ I-NP I-GENUS
female NN I-NP I-GENUS
given VVN B-VP I-GENUS
name NN B-NP B-HYPER
, , O O
from IN B-PP O
Ruth NP I-PP O
the DT B-NP O
Moabite NN I-NP O
in IN B-PP O
the DT I-PP O
Book NN I-PP O
of IN I-PP O
Ruth NP I-PP O
, , O O
RB ADVP O O
from IN B-PP O
the DT I-PP O
Hebrew NN I-PP O
for IN I-PP O
" `` O O
companion NN B-NP O
" '' O O
. . O O

Small JJ B-NP O
Computer NP I-NP O
System NP I-NP O
Interface NP I-NP O
, , O O
or CC O O
SCSI NP B-NP B-TERM
( ( O O
pronounced JJ B-NP O
skuh-zee NN I-NP O
) ) O O
, , O O
is VBZ B-VP O
a DT B-NP O
set NN I-NP O
of IN B-PP O
standards NNS B-NP B-HYPER
for IN B-PP O
RB ADVP O O
connecting VVG B-VP O
and CC I-VP O
transferring VVG I-VP O
data NNS B-NP O
between IN B-PP O
computers NNS I-PP O
and CC O O
peripheral JJ B-NP O
devices NNS I-NP O
. . O O

SIGGRAPH NN I-NP B-TERM
( ( O O
short JJ B-NP O
for IN B-PP O
Special JJ I-PP O
Interest NP I-PP O
Group NP I-PP O
on IN I-PP O
GRAPHics NP I-PP O
and CC I-PP O
Interactive NP I-PP O
Techniques NP I-PP O
) ) O O
is VBZ B-VP O
the DT B-NP O
name NN I-NP O
of IN B-PP O
the DT B-PP B-GENUS
annual JJ I-PP I-GENUS
conference NN B-NP B-HYPER
on IN B-PP O
computer NN I-PP O
graphics NNS I-PP O
( ( O O
CG NP B-NP O
) ) O O
convened VVD B-VP O
by IN B-PP O
the DT I-PP O
ACM NP I-PP O
SIGGRAPH NP I-PP O
organization NN I-PP O
. . O O

In IN I-PP O
Christianity NN I-PP O
, , O O
Sabellianism NP B-NP B-TERM
( ( O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
modalism NN I-PP O
, , O O
modalistic JJ B-NP O
monarchianism NN I-NP O
, , O O
or CC O O
modal JJ B-NP O
monarchism NN I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
nontrinitarian NN I-NP I-GENUS
belief NN B-NP B-HYPER
that IN O O
the DT B-NP O
Heavenly NP I-NP O
Father NP I-NP O
, , O O
Resurrected NP B-NP O
Son NP I-NP O
and CC O O
Holy NP B-NP O
Spirit NP I-NP O
are VBP B-VP O
different JJ B-NP O
modes NNS I-NP O
or CC O O
aspects NNS B-NP O
of IN B-PP O
one CD I-PP O
God NP I-PP O
, , O O
RB CONJP O O
perceived VVN B-VP O
by IN B-PP O
the DT I-PP O
believer NN I-PP O
, , O O
RB CONJP O O
than IN B-PP O
three CD I-PP O
distinct JJ I-PP O
persons NNS I-PP O
in IN I-PP O
God NP I-PP O
Himself NP I-PP O
. . O O

Sagitta NN B-NP B-TERM
( ( O O
/səˈdʒiːtə/ NP B-NP O
, , O O
arrow NP B-NP O
) ) O O
is VBZ B-VP O
the DT B-NP O
third-smallest JJS I-NP O
of IN B-PP O
all PDT B-PP B-GENUS
constellations NNS B-NP B-HYPER
( ( B-NP O
only JJ I-NP O
Equuleus NN I-NP O
and CC O O
Crux NP B-NP O
are VBP B-VP O
JJR ADJP O O
) ) O O
. . O O

Salinity NN B-NP B-TERM
in IN B-PP O
Australian NP I-PP O
English NP I-PP O
and CC O O
North NP B-NP O
American NP I-NP O
English NP I-NP O
may MD B-VP O
also RB I-VP O
refer VV I-VP O
to TO B-PP O
the DT B-PP B-GENUS
salt NN B-NP B-HYPER
in IN B-PP O
soil NN I-PP O
( ( O O
see VV B-VP O
soil NN B-NP O
salination NN I-NP O
) ) O O
. . O O

A DT B-NP O
Salt NP I-NP B-TERM
, , O O
in IN B-PP O
chemistry NN I-PP O
, , O O
is VBZ B-VP O
defined VVN I-VP O
as IN B-PP O
the NP B-PP B-GENUS
product NN B-NP B-HYPER
formed VVN B-VP O
from IN B-PP O
the DT I-PP O
neutralisation NN I-PP O
reaction NN I-PP O
of IN I-PP O
acids NNS I-PP O
and CC I-PP O
bases NNS I-PP O
. . O O

The DT B-NP O
Saluki NP I-NP B-TERM
is VBZ B-VP O
RB ADVP O O
the DT B-NP B-GENUS
oldest JJS I-NP I-GENUS
known JJ I-NP I-GENUS
breed NN B-NP B-HYPER
of IN B-PP O
domesticated VVN B-VP O
dog NN B-NP O
. . O O

Samba NN I-NP B-TERM
is VBZ B-VP O
the DT B-NP O
most RBS I-NP O
important JJ I-NP O
kind NN I-NP O
of IN B-PP O
Brazilian JJ B-PP B-HYPER
music NN I-PP I-HYPER
, , O O
that WDT B-NP O
had VHD B-VP O
its PP$ B-NP O
orign NN I-NP O
in IN B-PP O
Africa NP I-PP O
. . O O

In IN B-PP O
Finnish JJ I-PP O
mythology NN I-PP O
, , O O
the DT B-NP O
Sampo NP I-NP B-TERM
was VBD B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
artifact NN B-NP B-HYPER
constructed VVN B-VP O
by IN B-PP O
Ilmarinen NP I-PP O
that WDT B-NP O
brought VVD B-VP O
good JJ B-NP O
fortune NN I-NP O
to TO B-PP O
its PP$ I-PP O
holder NN I-PP O
; : O O
nobody NN B-NP O
knows VVZ B-VP O
RB ADVP O O
what WP B-NP O
it PP I-NP O
was VBD B-VP O
supposed VVN I-VP O
to TO I-VP O
be VB I-VP O
. . O O

Satanism NN B-NP B-TERM
can MD B-VP O
refer VV I-VP O
to TO B-PP O
a DT B-PP B-GENUS
number NN I-PP I-GENUS
of IN I-PP I-GENUS
belief NN B-NP B-HYPER
systems NNS I-NP I-HYPER
depending VVG B-VP O
on IN B-PP O
the DT I-PP O
user NN I-PP O
and CC I-PP O
context NN I-PP O
. . O O

In IN I-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
spaceflight NN I-PP O
, , O O
a DT B-NP O
Satellite NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
object NN B-NP B-HYPER
which WDT B-NP O
has VHZ B-VP O
been VBN I-VP O
placed VVN I-VP O
into IN B-PP O
orbit NN I-PP O
by IN I-PP O
human JJ I-PP O
endeavor NN I-PP O
. . O O

Satire NN B-NP B-TERM
were VBD B-VP O
the DT B-NP B-GENUS
companions NNS B-NP B-HYPER
of IN B-PP I-HYPER
Dionysos NP I-PP I-HYPER
and CC B-VP O
central JJ B-NP O
characters NNS I-NP O
of IN B-PP O
the DT I-PP O
satyr NN I-PP O
plays VVZ B-VP O
of IN B-PP O
the DT I-PP O
Theatre NP I-PP O
of IN I-PP O
Ancient NP I-PP O
Greece NP I-PP O
. . O O

Savoy NN B-NP B-TERM
( ( O O
French NP B-NP O
: : O O
Savoie NP B-NP O
, , O O
savwa NP B-NP O
; : O O
Franco-Provençal NP B-NP O
: : O O
Savouè NP B-NP O
; : O O
Italian NP B-NP O
: : O O
Savoia NP B-NP O
, , O O
German NP B-NP O
: : O O
Savoyen NP B-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
region NN B-NP B-HYPER
of IN B-PP O
Europe NP I-PP O
on IN I-PP O
the DT I-PP O
western JJ I-PP O
flank NN I-PP O
of IN I-PP O
the DT I-PP O
Alps NP I-PP O
that WDT B-NP O
emerged VVD B-VP O
, , O O
RB ADVP O O
with IN B-PP O
the DT I-PP O
free JJ I-PP O
communes NNS I-PP O
of IN I-PP O
Switzerland NP I-PP O
, , O O
following VVG B-VP O
the DT B-NP O
collapse NN I-NP O
of IN B-PP O
the DT I-PP O
Frankish JJ I-PP O
Kingdom NP I-PP O
of IN I-PP O
Burgundy NP I-PP O
. . O O

The DT B-NP O
Saxons NP I-NP B-TERM
or CC I-NP O
Saxon NP I-NP O
people NNS I-NP O
were VBD B-VP O
a DT B-NP B-GENUS
confederation NN B-NP B-HYPER
of IN B-PP O
Old JJ I-PP O
Germanic JJ I-PP O
tribes NNS I-PP O
. . O O

The DT I-NP O
Saxophone NP I-NP B-TERM
( ( O O
commonly RB B-VP O
referred VVN I-VP O
to TO B-PP O
simply RB I-PP O
as IN I-PP O
sax NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
conical-bored NN I-NP I-GENUS
musical JJ B-NP B-HYPER
instrument NN I-NP I-HYPER
considered VVD B-VP O
a DT B-NP O
member NN I-NP O
of IN B-PP O
the DT I-PP O
woodwind NN I-PP O
family NN I-PP O
. . O O

In IN I-PP O
economics NNS I-PP O
, , O O
Scarcity NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP B-GENUS
problem NN B-NP B-HYPER
of IN B-PP O
infinite JJ I-PP O
human JJ I-PP O
needs NNS I-PP O
and CC B-VP O
wants VVZ I-VP O
, , O O
in IN B-PP O
a DT I-PP O
world NN I-PP O
of IN I-PP O
finite JJ I-PP O
resources NNS I-PP O
. . O O

A DT B-NP O
Scarecrow NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
device NN B-NP B-HYPER
, , O O
RB ADVP O O
a DT B-NP O
human JJ I-NP O
figure NN I-NP O
dressed VVN B-VP O
in IN B-PP O
old JJ I-PP O
clothes NNS I-PP O
, , O O
or CC O O
mannequin NN B-NP O
, , O O
that WDT B-NP O
is VBZ B-VP O
used VVN I-VP O
to TO I-VP O
discourage VV I-VP O
birds NNS B-NP O
JJ ADJP O O
RB ADJP O O
crows VVZ B-VP O
from IN B-PP O
disturbing JJ I-PP O
crops NNS I-PP O
. . O O

In IN I-PP O
medicine NN I-PP O
and CC I-PP O
biology NN I-PP O
, , O O
Scatology NP B-NP B-TERM
or CC O O
coprology NN B-NP O
is VBZ B-VP O
the DT B-NP B-GENUS
study NN B-NP B-HYPER
of IN B-PP O
feces NN I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Schottky-group NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP O
special JJ I-NP O
sort NN I-NP O
of IN B-PP O
Kleinian NP B-PP B-HYPER
group NN I-PP I-HYPER
, , O O
named VVN B-VP O
after IN B-PP O
Friedrich NP I-PP O
Schottky NP I-PP O
. . O O

From IN I-PP O
the DT I-PP O
Middle NP I-PP O
Ages NPS I-PP O
to TO I-PP O
the DT I-PP O
Enlightenment NN I-PP O
, , O O
Science NP B-NP B-TERM
or CC I-NP O
scientia NP I-NP O
meant VVD B-VP O
any DT B-NP O
JJ ADJP O B-GENUS
recorded JJ B-NP B-HYPER
knowledge NN I-NP I-HYPER
. . O O

A DT B-NP O
Scientist NP I-NP B-TERM
, , O O
in IN B-PP O
the DT I-PP O
broadest JJS I-PP O
sense NN I-PP O
, , O O
refers VVZ B-VP O
to TO I-VP O
RB ADJP O O
person NN B-NP B-HYPER
that WDT B-NP O
engages VVZ B-VP O
in IN B-PP O
a DT I-PP O
systematic JJ I-PP O
activity NN I-PP O
to TO B-VP O
acquire VV I-VP O
knowledge NN B-NP O
or CC O O
an DT B-NP O
individual NN I-NP O
that WDT I-NP O
engages VVZ B-VP O
in IN B-PP O
such JJ I-PP O
practices NNS I-PP O
and CC I-PP O
traditions NNS I-PP O
that WDT B-NP O
are VBP B-VP O
linked VVN I-VP O
to TO B-PP O
schools NNS I-PP O
of IN I-PP O
thought NN I-PP O
or CC I-PP O
philosophy NN I-PP O
. . O O

Scopolamine NN B-NP B-TERM
, , O O
RB ADVP O O
known VVN B-VP O
as IN B-PP O
hyoscine NN I-PP O
and CC I-PP O
" `` I-PP O
Devils NP I-PP O
Breath NP I-PP O
" '' I-PP O
, , I-PP O
is VBZ B-VP O
a DT B-NP B-GENUS
tropane NN I-NP I-GENUS
alkaloid NN I-NP I-GENUS
drug NN B-NP B-HYPER
with IN B-PP O
muscarinic NN I-PP O
antagonist NN I-PP O
effects NNS I-PP O
. . O O

Scrabble NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
word NN I-NP I-GENUS
game NN B-NP B-HYPER
in IN B-PP O
which WDT I-PP O
two CD B-NP O
to TO I-NP O
four CD I-NP O
players NNS I-NP O
score VVP B-VP O
points NNS B-NP O
by IN B-PP O
forming VVG I-PP O
words NNS I-PP O
from IN I-PP O
individual JJ I-PP O
lettered JJ I-PP O
tiles NNS I-PP O
on IN I-PP O
a DT I-PP O
game NN I-PP O
board NN I-PP O
marked VVD B-VP O
with IN B-PP O
a DT I-PP O
15-by-15 JJ I-PP O
grid NN I-PP O
. . O O

A DT B-NP O
Screwdriver NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
cocktail NN B-NP B-HYPER
made VVN B-VP O
with IN B-PP O
orange JJ I-PP O
juice NN I-PP O
and CC I-PP O
vodka NN I-PP O
. . O O

A DT B-NP O
Sea NP I-NP B-TERM
is VBZ B-VP O
RB ADVP O O
a DT B-NP B-GENUS
large JJ I-NP I-GENUS
expanse NN B-NP B-HYPER
of IN B-PP O
saline JJ B-NP O
water NN I-NP O
connected VVN B-VP O
with IN B-PP O
an DT I-PP O
ocean NN I-PP O
, , O O
or CC O O
a DT B-NP O
large JJ I-NP O
, , I-NP O
usually RB I-NP O
saline JJ I-NP O
, , I-NP O
lake NN I-NP O
that WDT I-NP O
lacks VVZ B-VP O
a DT B-NP O
natural JJ I-NP O
outlet NN I-NP O
JJ ADJP O O
as IN B-PP O
the DT I-PP O
Caspian NP I-PP O
Sea NP I-PP O
and CC O O
the DT B-NP O
Dead NP I-NP O
Sea NP I-NP O
. . O O

A DT I-NP O
Season NP I-NP B-TERM
is VBZ B-VP O
one CD B-NP O
of IN B-PP O
the DT B-PP B-GENUS
major JJ B-PP B-HYPER
divisions NNS I-PP I-HYPER
of IN B-PP O
the NP I-PP O
year NN B-NP O
, , O O
RB ADVP O O
based VVN B-VP O
on IN B-PP O
yearly JJ I-PP O
periodic JJ I-PP O
changes NNS I-PP O
in IN I-PP O
weather NN I-PP O
. . O O

In IN B-PP O
the DT I-PP O
sociology NN I-PP O
of IN I-PP O
religion NN I-PP O
a DT B-NP O
Sect NN I-NP B-TERM
is VBZ B-VP O
RB ADVP O O
a DT B-NP B-GENUS
JJ ADJP O I-GENUS
JJ ADJP O I-GENUS
or CC B-NP I-GENUS
political JJ I-NP I-GENUS
group NN B-NP B-HYPER
that WDT B-NP O
has VHZ B-VP O
broken VVN I-VP O
off RP O O
from IN B-PP O
a DT I-PP O
larger JJR I-PP O
group NN I-PP O
, , O O
for IN B-PP O
example NN I-PP O
from IN I-PP O
a DT I-PP O
large JJ I-PP O
, , I-PP O
well-established JJ I-PP O
religious JJ I-PP O
group NN I-PP O
, , O O
like IN B-PP O
a DT I-PP O
denomination NN I-PP O
, , O O
RB ADVP O O
JJ ADJP O O
to TO B-PP O
a DT I-PP O
dispute NN I-PP O
about IN I-PP O
doctrinal JJ I-PP O
matters NNS I-PP O
. . O O

Seinen-manga NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP O
subset NN I-NP O
of IN B-PP O
manga NN B-PP B-HYPER
that WDT B-NP O
is VBZ B-VP O
generally RB I-VP O
targeted VVN I-VP O
at IN B-PP O
an DT I-PP O
18–30 JJ I-PP O
year NN I-PP O
JJ ADJP O O
male JJ B-NP O
audience NN I-NP O
, , O O
but CC O O
the DT B-NP O
audience NN I-NP O
can MD B-VP O
be VB I-VP O
JJR ADJP O O
with IN B-PP O
some DT I-PP O
comics NNS I-PP O
aimed VVN B-VP O
at IN B-PP O
businessmen NNS I-PP O
RB ADVP O O
into IN B-PP O
their PP$ I-PP O
40s JJ I-PP O
. . O O

In IN B-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Semigroup NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
algebraic JJ B-NP B-HYPER
structure NN I-NP I-HYPER
consisting VVG B-VP O
of IN B-PP O
a DT I-PP O
nonempty NN I-PP O
set VVD B-VP O
S NP B-NP O
RB ADVP O O
with IN B-PP O
an DT I-PP O
associative JJ I-PP O
binary JJ I-PP O
operation NN I-PP O
. . O O

The DT B-NP O
Senoi NP I-NP B-TERM
( ( O O
also RB B-VP O
spelled VVN I-VP O
Sengoi NP B-NP O
and CC I-NP O
Sng'oi NP I-NP O
) ) O O
are VBP B-VP O
a DT B-NP B-GENUS
Malaysian JJ I-NP I-GENUS
hunting NN I-NP I-GENUS
and CC I-NP I-GENUS
gathering NN I-NP I-GENUS
people NNS B-NP B-HYPER
who WP B-NP O
were VBD B-VP O
reported VVN I-VP O
to TO I-VP O
make VV I-VP O
extensive JJ B-NP O
use NN I-NP O
of IN B-PP O
lucid JJ I-PP O
dreaming VVG I-PP O
to TO B-VP O
ensure VV I-VP O
happiness NN B-NP O
and CC O O
mental JJ B-NP O
health NN I-NP O
. . O O

In IN B-PP O
mathematics NN I-PP O
and CC O O
in IN B-PP O
physics NN I-PP O
, , O O
Separability NP B-NP B-TERM
refers VVZ B-VP O
to TO I-VP O
properties NNS B-NP B-HYPER
of IN B-PP O
Separable JJ I-PP O
spaces NNS I-PP O
in IN B-PP O
topology NN I-PP O
. . O O

The DT B-NP O
Septuagint NP I-NP B-TERM
( ( O O
/ˈsɛptuː.ədʒɪnt/ NN B-NP O
) ) O O
, , O O
or CC O O
simply RB B-NP O
" `` I-NP O
LXX NP I-NP O
" '' I-NP O
, , I-NP O
is VBZ B-VP O
the DT B-NP O
Koine NP I-NP O
Greek JJ I-NP O
version NN I-NP O
of IN B-PP O
the NP B-PP B-GENUS
Hebrew NP B-NP B-HYPER
Bible NP I-NP I-HYPER
, , O O
translated VVN B-VP O
in IN B-PP O
stages NNS I-PP O
between IN I-PP O
the DT I-PP O
3rd JJ I-PP O
and CC I-PP O
1st JJ I-PP O
centuries NNS I-PP O
BC NP B-NP O
in IN B-PP O
Alexandria NP I-PP O
. . O O

In IN I-PP O
mathematics NN I-PP O
, , O O
a DT B-NP O
Sequence NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
ordered VVN I-NP I-GENUS
list NN B-NP B-HYPER
of IN B-PP O
objects NNS I-PP O
( ( O O
or CC O O
events NNS B-NP O
) ) O O
. . O O

In IN B-PP O
computer NN I-PP O
science NN I-PP O
, , O O
in IN B-PP O
the DT I-PP O
context NN I-PP O
of IN I-PP O
data NN I-PP O
storage NN I-PP O
and CC I-PP O
transmission NN I-PP O
, , O O
Serialization NP B-NP B-TERM
is VBZ B-VP O
the DT B-NP O
process NN I-NP O
of IN B-PP O
saving VVG B-VP B-HYPER
an DT B-NP O
object NN I-NP O
onto IN B-PP O
a DT I-PP O
storage NN I-PP O
medium NN I-PP O
( ( O O
such JJ B-NP O
as IN B-PP O
a DT I-PP O
file NN I-PP O
, , O O
or CC O O
a DT B-NP O
memory NN I-NP O
buffer NN I-NP O
) ) O O
or CC O O
to TO B-VP O
transmit VV I-VP O
it PP B-NP O
across IN B-PP O
a DT I-PP O
network NN I-PP O
connection NN I-PP O
link NN I-PP O
in IN I-PP O
binary JJ I-PP O
form NN I-PP O
. . O O

A DT B-NP O
Sestina NP I-NP B-TERM
( ( O O
RB ADVP O O
, , O O
sextina NP B-NP O
, , I-NP O
sestine NN I-NP O
, , I-NP O
or CC I-NP O
sextain NN I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
highly RB I-NP I-GENUS
structured VVN B-VP I-GENUS
poem NN B-NP B-HYPER
consisting VVG B-VP O
of IN B-PP O
six CD I-PP O
six-line NN I-PP O
stanzas NNS I-PP O
followed VVN B-VP O
by IN B-PP O
a DT I-PP O
tercet NN I-PP O
( ( O O
called VVN B-VP O
its PP$ B-NP O
envoy NN I-NP O
or CC I-NP O
tornada NN I-NP O
) ) O O
, , O O
for IN B-PP O
a DT I-PP O
total NN I-PP O
of IN I-PP O
thirty-nine NN I-PP O
lines NNS I-PP O
. . O O

Set NN B-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
real-time JJ I-NP I-GENUS
card NN I-NP I-GENUS
game NN B-NP B-HYPER
designed VVN B-VP O
by IN B-PP O
Marsha NP I-PP O
Falco NP I-PP O
and CC O O
published VVN B-VP O
by IN B-PP O
Set NP I-PP O
Enterprises NPS I-PP O
in IN I-PP O
. . O O

Islam NP B-NP O
Sharia NP I-NP B-TERM
( ( O O
Arabic NP B-NP O
: : O O
شريعة‎ NN B-NP O
šarīʿah NN I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
body NN B-NP B-HYPER
of IN B-PP O
Islamic JJ I-PP O
religious JJ I-PP O
law NN I-PP O
. . O O

The DT B-NP O
word NN I-NP O
Shinto NN I-NP B-TERM
, , O O
from IN B-PP O
the DT I-PP O
original JJ I-PP O
Chinese NP I-PP O
Shendao NP I-PP O
( ( O O
神道 NN B-NP O
) ) O O
, , O O
combines VVZ B-VP O
two CD B-NP O
kanji FW I-NP O
: : O O
Nihongo NP B-NP O
( ( O O
loanwords NNS B-NP O
RB ADVP O O
retain VVP B-VP O
their PP$ B-NP O
Chinese JJ I-NP O
pronunciation NN I-NP O
, , O O
hence RB B-VP O
shin VV I-VP O
not RB B-NP O
kami NN I-NP O
) ) O O
, , O O
meaning VVG B-VP O
gods NNS B-NP B-HYPER
or CC B-NP O
spirits NNS B-NP B-HYPER
; : O O
and CC O O
Nihongo NP B-NP O
, , O O
meaning VVG B-VP O
a DT B-NP O
philosophical JJ I-NP O
way NN I-NP O
or CC I-NP O
path NN I-NP O
( ( O O
RB ADVP O O
from IN B-PP O
the DT I-PP O
Chinese JJ I-PP O
word NN I-PP O
dao NN I-PP O
) ) O O
. . O O

A DT B-NP O
Ship NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
RB ADJP O I-GENUS
vessel NN B-NP B-HYPER
that WDT B-NP O
floats VVZ B-VP O
on IN B-PP O
water NN I-PP O
. . O O

A DT B-NP O
Shire NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
administrative JJ B-NP B-HYPER
division NN I-NP I-HYPER
of IN B-PP O
Great NP I-PP O
Britain NP I-PP O
and CC I-PP O
Australia NP I-PP O
. . O O

In IN I-PP O
Judaism NP I-PP O
, , I-PP O
shiv'ah NP I-PP O
or CC I-PP O
Shiva NP I-PP B-TERM
( ( O O
Hebrew NP B-NP O
Name NP I-NP O
1 CD I-NP O
) ) O O
is VBZ B-VP O
the DT B-NP B-GENUS
week-long JJ B-NP B-HYPER
period NN I-NP I-HYPER
of IN B-PP O
grief NN I-PP O
and CC O O
mourning VVG B-VP O
for IN B-PP O
the DT I-PP O
seven CD I-PP O
first-degree NN I-PP O
relatives NNS I-PP O
: : O O
father NN B-NP O
, , O O
mother NN B-NP O
, , I-NP O
son NN I-NP O
, , I-NP O
daughter NN I-NP O
, , I-NP O
brother NN I-NP O
, , I-NP O
sister NN I-NP O
, , I-NP O
and CC I-NP O
spouse NN I-NP O
. . O O

A DT I-NP O
Shoe NP I-NP B-TERM
is VBZ B-VP O
an DT B-NP B-GENUS
item NN I-NP I-GENUS
of IN B-PP I-GENUS
footwear NN B-PP B-HYPER
. . O O

A DT B-NP O
Shotgun NP I-NP B-TERM
( ( O O
also RB B-VP O
known VVN I-VP O
as IN B-PP O
a DT I-PP O
fowling NN I-PP O
piece NN I-PP O
or CC I-PP O
scattergun NN I-PP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
firearm NN B-NP B-HYPER
that WDT B-NP O
is VBZ B-VP O
usually RB I-VP O
designed VVN I-VP O
to TO I-VP O
be VB I-VP O
fired VVN I-VP O
from IN B-PP O
the DT I-PP O
shoulder NN I-PP O
, , O O
which WDT B-NP O
uses VVZ B-VP O
the DT B-NP O
energy NN I-NP O
of IN B-PP O
a DT I-PP O
fixed JJ I-PP O
shell NN I-PP O
to TO B-VP O
fire VV I-VP O
a DT B-NP O
number NN I-NP O
of IN B-PP O
small JJ I-PP O
spherical JJ I-PP O
pellets NNS I-PP O
called VVD B-VP O
shot NN B-NP O
or CC O O
a DT B-NP O
solid JJ I-NP O
projectile NN I-NP O
. . O O

A DT I-NP O
Shuttlecock NP I-NP B-TERM
is VBZ B-VP O
a DT B-NP B-GENUS
high-drag NN I-NP I-GENUS
projectile NN B-NP B-HYPER
used VVN B-VP O
in IN B-PP O
the DT I-PP O
sport NN I-PP O
of IN I-PP O
badminton NN I-PP O
. . O O

A DT B-NP O
Siddur NP I-NP B-TERM
( ( O O
Hebrew NP B-NP O
: : O O
סידור NN B-NP O
; : O O
plural JJ B-NP O
siddurim NNS I-NP O
) ) O O
is VBZ B-VP O
a DT B-NP B-GENUS
Jewish JJ I-NP I-GENUS
prayer NN I-NP I-GENUS
book NN B-NP B-HYPER
, , O O
containing VVG B-VP O
a DT B-NP O
set VVN I-NP O
order NN I-NP O
of IN B-PP O
